run_id,brush_speed_rpm,contact_force_n,chem_type,chem_conc_pct,megasonic_w,megasonic_khz,di_temp_c,rinse_s,dry_type
RUN-000054,200,9,acidic,0.523,0,0,21.546,20,Marangoni
RUN-000055,240,9,alkaline,1.141,150,800,21.39,20,Marangoni
RUN-000056,200,9,alkaline,0.86,0,0,21.613,40,SR
RUN-000057,240,9,acidic,0.567,150,1000,21.776,40,SR
RUN-000058,200,7,acidic,0.716,0,0,21.521,40,SR
RUN-000059,220,7,alkaline,0.988,250,1000,21.951,30,Marangoni
RUN-000060,220,9,acidic,0.435,0,0,22.293,40,Marangoni
RUN-000061,200,5,alkaline,0.864,250,1000,22.526,20,SR
RUN-000062,220,5,acidic,0.434,150,800,22.327,40,SR
RUN-000063,220,9,alkaline,1.24,0,0,22.314,40,Marangoni
RUN-000064,220,9,acidic,0.725,150,1000,22.125,40,SR
RUN-000065,240,9,alkaline,1.089,0,0,22.054,20,Marangoni
RUN-000066,220,5,acidic,0.373,250,1000,22.215,30,Marangoni
RUN-000067,240,7,alkaline,0.922,0,0,22.322,20,SR
RUN-000068,220,5,acidic,0.573,150,800,22.475,40,Marangoni
RUN-000069,220,9,acidic,0.463,0,0,22.578,40,SR
RUN-000070,200,9,acidic,0.63,150,1000,22.26,20,Marangoni
RUN-000071,240,7,acidic,0.362,250,1000,22.019,30,Marangoni
RUN-000072,220,9,acidic,0.489,250,1000,22.229,20,SR
RUN-000073,220,7,acidic,0.361,250,1000,22.441,20,SR
RUN-000074,240,7,acidic,0.374,150,1000,22.196,20,Marangoni
RUN-000075,240,9,alkaline,0.956,0,0,22.696,30,Marangoni
RUN-000076,200,7,acidic,0.292,250,800,21.722,30,SR
RUN-000077,220,7,alkaline,1.095,0,0,21.92,20,Marangoni
RUN-000078,200,7,alkaline,0.803,0,0,22.024,20,Marangoni
RUN-000079,220,7,acidic,0.506,0,0,22.024,20,SR
RUN-000080,200,7,acidic,0.468,250,1000,22.24,40,Marangoni
RUN-000081,240,5,acidic,0.345,250,800,21.833,30,SR
RUN-000082,200,7,acidic,0.442,150,1000,21.976,20,Marangoni
RUN-000083,200,9,acidic,0.553,250,800,21.765,40,SR
RUN-000084,200,9,acidic,0.544,150,800,22.528,30,SR
RUN-000085,240,7,acidic,0.502,150,800,21.896,30,SR
RUN-000086,220,5,alkaline,0.86,0,0,22.407,20,SR
RUN-000087,240,9,acidic,0.572,150,800,21.464,40,Marangoni
RUN-000088,240,9,acidic,0.416,0,0,21.891,40,SR
RUN-000089,200,5,acidic,0.435,0,0,22.052,40,Marangoni
RUN-000090,240,7,acidic,0.549,150,800,21.513,30,Marangoni
RUN-000091,200,5,alkaline,0.922,0,0,21.568,20,Marangoni
RUN-000092,240,9,alkaline,0.904,250,1000,21.968,40,SR
RUN-000093,240,7,alkaline,0.969,0,0,21.858,40,Marangoni
RUN-000094,200,7,acidic,0.595,250,1000,21.682,20,Marangoni
RUN-000095,220,5,acidic,0.592,150,1000,21.428,30,Marangoni
RUN-000096,240,9,acidic,0.485,0,0,21.719,20,SR
RUN-000097,240,7,alkaline,0.976,250,800,21.652,20,Marangoni
RUN-000098,200,9,acidic,0.514,150,1000,22.196,20,Marangoni
RUN-000099,200,9,acidic,0.641,150,1000,21.476,40,SR
RUN-000100,200,5,acidic,0.483,0,0,21.529,30,SR
RUN-000101,200,9,alkaline,0.816,0,0,21.345,30,Marangoni
RUN-000102,200,7,acidic,0.476,250,800,22.179,20,Marangoni
RUN-000103,220,5,alkaline,0.904,150,800,21.721,20,Marangoni
RUN-000104,220,9,acidic,0.511,150,800,21.575,40,Marangoni
RUN-000105,240,5,alkaline,0.85,0,0,21.406,20,Marangoni
RUN-000106,240,9,alkaline,0.787,0,0,22.028,30,Marangoni
RUN-000107,200,7,acidic,0.435,0,0,21.696,40,SR
RUN-000108,240,7,acidic,0.641,150,1000,21.318,20,SR
RUN-000109,240,7,acidic,0.422,0,0,21.663,40,SR
RUN-000110,240,9,alkaline,0.808,250,800,21.701,30,Marangoni
RUN-000111,200,7,alkaline,1.083,150,800,21.029,20,Marangoni
RUN-000112,200,9,alkaline,0.986,0,0,22.021,20,SR
RUN-000113,220,5,alkaline,0.899,0,0,21.743,20,Marangoni
RUN-000114,200,9,acidic,0.589,0,0,21.518,30,Marangoni
RUN-000115,200,5,acidic,0.548,250,800,21.289,30,Marangoni
RUN-000116,200,5,acidic,0.756,0,0,21.632,40,SR
RUN-000117,200,7,alkaline,1.113,0,0,21.42,40,SR
RUN-000118,200,5,alkaline,1.035,0,0,21.375,30,Marangoni
RUN-000119,220,9,alkaline,0.905,250,1000,21.449,20,Marangoni
RUN-000120,240,9,acidic,0.628,150,1000,21.687,40,Marangoni
RUN-000121,220,9,alkaline,1.047,250,1000,21.972,30,SR
RUN-000122,240,5,acidic,0.434,250,800,21.475,30,SR
RUN-000123,240,7,acidic,0.67,0,0,21.516,20,Marangoni
RUN-000124,200,7,acidic,0.542,250,800,21.756,40,Marangoni
RUN-000125,220,5,alkaline,0.83,0,0,21.934,30,SR
RUN-000126,240,9,acidic,0.427,150,800,22.113,40,SR
RUN-000127,220,9,acidic,0.571,0,0,21.698,30,Marangoni
RUN-000128,240,7,acidic,0.429,150,1000,21.536,40,Marangoni
RUN-000129,200,5,alkaline,1.105,150,1000,21.495,30,SR
RUN-000130,200,7,acidic,0.503,150,800,21.2,40,Marangoni
RUN-000131,220,5,alkaline,1.054,250,800,22.134,40,Marangoni
RUN-000132,240,7,alkaline,1.043,0,0,21.846,20,SR
RUN-000133,200,9,alkaline,1.096,150,800,21.844,40,SR
RUN-000134,200,7,alkaline,1.11,0,0,21.851,30,SR
RUN-000135,200,7,acidic,0.455,0,0,21.803,30,SR
RUN-000136,220,7,alkaline,0.816,250,1000,21.624,40,SR
RUN-000137,220,5,alkaline,1.056,150,1000,21.691,20,SR
RUN-000138,220,9,alkaline,1.062,150,800,22.118,30,SR
RUN-000139,200,9,acidic,0.219,0,0,22.046,30,Marangoni
RUN-000140,240,9,acidic,0.562,150,1000,21.742,20,SR
RUN-000141,240,9,acidic,0.493,250,800,22.219,20,SR
RUN-000142,200,7,acidic,0.567,0,0,21.745,40,SR
RUN-000143,220,5,alkaline,1.077,150,1000,22.273,30,SR
RUN-000144,240,9,acidic,0.731,150,800,22.207,40,SR
RUN-000145,220,7,acidic,0.431,0,0,21.766,40,SR
RUN-000146,240,9,alkaline,1.107,250,1000,22.185,30,SR
RUN-000147,200,5,acidic,0.414,250,1000,21.954,30,Marangoni
RUN-000148,240,9,acidic,0.514,150,800,21.645,20,Marangoni
RUN-000149,200,9,acidic,0.511,0,0,22.055,30,SR
RUN-000150,240,9,alkaline,1.164,250,1000,21.948,40,Marangoni
RUN-000151,240,7,alkaline,1.036,150,1000,22.061,30,Marangoni
RUN-000152,220,9,alkaline,1.139,150,800,22.828,20,Marangoni
RUN-000153,200,7,acidic,0.592,150,800,22.487,30,Marangoni
RUN-000154,200,9,acidic,0.609,150,1000,22.783,30,Marangoni
RUN-000155,220,5,acidic,0.504,0,0,21.879,40,SR
RUN-000156,200,5,alkaline,1.088,250,1000,22.528,20,SR
RUN-000157,200,9,alkaline,1.015,150,1000,22.553,40,Marangoni
RUN-000158,220,5,acidic,0.525,0,0,22.603,30,SR
RUN-000159,220,7,acidic,0.446,0,0,22.524,20,SR
RUN-000160,200,9,acidic,0.519,250,800,22.41,30,SR
RUN-000161,220,9,acidic,0.634,250,1000,22.393,40,SR
RUN-000162,240,5,acidic,0.268,150,800,22.473,40,SR
RUN-000163,240,9,acidic,0.536,250,800,22.477,30,Marangoni
RUN-000164,200,7,acidic,0.515,250,1000,22.402,30,SR
RUN-000165,220,9,alkaline,0.91,150,800,22.75,30,SR
RUN-000166,220,7,acidic,0.49,250,800,22.362,20,Marangoni
RUN-000167,200,5,alkaline,0.94,250,1000,22.448,30,Marangoni
RUN-000168,220,5,alkaline,0.979,150,800,22.246,20,SR
RUN-000169,220,5,acidic,0.725,150,800,22.543,30,Marangoni
RUN-000170,240,5,acidic,0.538,150,1000,22.148,30,Marangoni
RUN-000171,220,9,acidic,0.578,250,800,22.23,20,Marangoni
RUN-000172,200,5,alkaline,0.956,0,0,22.555,20,SR
RUN-000173,200,5,acidic,0.447,0,0,22.561,30,Marangoni
RUN-000174,220,5,alkaline,1.019,0,0,22.188,40,SR
RUN-000175,200,7,acidic,0.363,150,1000,22.665,20,SR
RUN-000176,240,9,alkaline,1.033,0,0,22.29,20,SR
RUN-000177,200,5,acidic,0.488,150,1000,22.26,30,SR
RUN-000178,200,7,acidic,0.475,150,1000,22.239,30,Marangoni
RUN-000179,220,7,acidic,0.49,150,1000,22.783,30,SR
RUN-000180,200,9,alkaline,0.997,250,1000,22.326,20,SR
RUN-000181,220,5,acidic,0.516,0,0,22.831,40,Marangoni
RUN-000182,240,5,alkaline,1.048,0,0,22.683,20,Marangoni
RUN-000183,240,7,acidic,0.539,150,800,22.119,40,Marangoni
RUN-000184,220,9,acidic,0.655,0,0,22.335,40,Marangoni
RUN-000185,240,5,alkaline,1.041,150,1000,22.102,20,Marangoni
RUN-000186,200,7,alkaline,1.001,250,1000,22.187,40,Marangoni
RUN-000187,220,7,acidic,0.385,0,0,21.96,40,SR
RUN-000188,220,5,acidic,0.597,0,0,21.721,20,Marangoni
RUN-000189,240,5,alkaline,1.099,0,0,22.022,30,SR
RUN-000190,200,9,alkaline,0.945,150,800,22.376,40,Marangoni
RUN-000191,200,5,acidic,0.453,0,0,22.681,20,SR
RUN-000192,220,7,acidic,0.518,0,0,22.36,20,SR
RUN-000193,200,9,acidic,0.549,150,800,21.922,30,SR
RUN-000194,200,9,alkaline,1.19,0,0,22.195,20,SR
RUN-000195,200,9,alkaline,1.059,150,800,22.456,30,Marangoni
RUN-000196,200,5,alkaline,0.896,150,1000,22.416,40,Marangoni
RUN-000197,220,9,acidic,0.602,250,800,21.997,40,SR
RUN-000198,200,9,acidic,0.569,150,1000,22.348,20,SR
RUN-000199,200,5,acidic,0.544,250,1000,22.139,40,SR
RUN-000200,200,5,alkaline,0.954,150,1000,21.884,40,Marangoni
RUN-000201,200,7,alkaline,1.085,0,0,21.565,20,SR
RUN-000202,220,5,alkaline,0.935,150,1000,21.484,30,SR
RUN-000203,200,9,acidic,0.346,250,800,22.129,20,SR
RUN-000204,220,9,alkaline,1.11,150,800,22.148,20,SR
RUN-000205,240,9,acidic,0.615,150,1000,22.237,20,SR
RUN-000206,220,7,acidic,0.449,150,800,21.565,40,SR
RUN-000207,240,9,alkaline,1.023,0,0,21.825,30,Marangoni
RUN-000208,220,9,acidic,0.525,250,1000,21.934,30,SR
RUN-000209,200,9,alkaline,0.991,150,1000,21.711,30,Marangoni
RUN-000210,200,7,acidic,0.394,250,1000,22.433,20,SR
RUN-000211,200,5,acidic,0.581,250,800,21.716,20,Marangoni
RUN-000212,200,9,acidic,0.659,0,0,21.917,40,Marangoni
RUN-000213,240,5,acidic,0.414,250,1000,21.762,30,Marangoni
RUN-000214,240,9,alkaline,1.198,250,800,22.289,20,SR
RUN-000215,240,7,alkaline,1.101,0,0,22.186,40,Marangoni
RUN-000216,240,9,acidic,0.443,150,800,21.826,20,Marangoni
RUN-000217,220,5,alkaline,1.059,150,1000,21.854,40,Marangoni
RUN-000218,240,9,alkaline,0.929,250,800,21.724,30,Marangoni
RUN-000219,220,5,acidic,0.563,150,1000,21.704,40,SR
RUN-000220,240,9,alkaline,1.003,0,0,21.348,30,Marangoni
RUN-000221,240,9,alkaline,1.188,0,0,21.708,40,SR
RUN-000222,240,7,acidic,0.623,250,800,22.466,40,Marangoni
RUN-000223,240,7,acidic,0.517,150,800,21.894,20,Marangoni
RUN-000224,200,7,acidic,0.465,150,800,21.725,20,Marangoni
RUN-000225,220,9,alkaline,1.086,0,0,21.667,40,SR
RUN-000226,200,5,alkaline,0.915,0,0,21.127,40,SR
RUN-000227,240,5,acidic,0.459,250,800,21.251,30,Marangoni
RUN-000228,220,5,acidic,0.47,250,800,21.729,40,Marangoni
RUN-000229,220,9,acidic,0.509,250,800,21.824,40,Marangoni
RUN-000230,240,7,alkaline,0.823,150,800,21.631,40,Marangoni
RUN-000231,220,9,acidic,0.536,0,0,21.106,40,Marangoni
RUN-000232,220,7,acidic,0.394,150,800,21.866,40,Marangoni
RUN-000233,220,9,alkaline,0.956,150,1000,21.628,20,SR
RUN-000234,220,5,alkaline,0.926,150,1000,21.942,20,Marangoni
RUN-000235,220,7,acidic,0.508,0,0,21.509,20,SR
RUN-000236,220,7,acidic,0.44,0,0,21.188,40,Marangoni
RUN-000237,200,7,acidic,0.356,0,0,21.753,20,Marangoni
RUN-000238,200,9,alkaline,0.989,0,0,21.487,30,Marangoni
RUN-000239,220,5,acidic,0.311,0,0,21.728,20,Marangoni
RUN-000240,240,5,alkaline,1.181,0,0,22.966,20,SR
RUN-000241,220,5,acidic,0.347,250,1000,22.175,30,Marangoni
RUN-000242,220,9,acidic,0.47,0,0,22.57,40,Marangoni
RUN-000243,200,9,alkaline,1.114,0,0,22.804,40,Marangoni
RUN-000244,220,5,acidic,0.357,0,0,22.427,30,Marangoni
RUN-000245,240,5,acidic,0.45,150,1000,22.764,20,SR
RUN-000246,200,7,acidic,0.632,150,800,22.483,20,SR
RUN-000247,200,9,alkaline,0.947,0,0,22.725,20,Marangoni
RUN-000248,220,7,acidic,0.517,150,1000,22.385,30,SR
RUN-000249,220,5,alkaline,1.073,250,800,22.115,30,SR
RUN-000250,220,9,alkaline,1.039,150,1000,22.318,20,SR
RUN-000251,200,5,alkaline,1.027,150,1000,22.913,20,Marangoni
RUN-000252,220,9,acidic,0.593,0,0,22.723,20,Marangoni
RUN-000253,200,9,acidic,0.498,250,800,21.807,40,Marangoni
RUN-000254,220,7,alkaline,0.947,250,1000,22.377,40,SR
RUN-000255,240,5,alkaline,1.064,0,0,22.745,20,Marangoni
RUN-000256,240,5,alkaline,1.018,250,1000,22.384,40,SR
RUN-000257,200,5,acidic,0.605,250,1000,22.595,40,Marangoni
RUN-000258,240,7,acidic,0.482,0,0,22.389,40,Marangoni
RUN-000259,200,9,acidic,0.48,150,1000,22.407,30,SR
RUN-000260,240,9,acidic,0.534,0,0,22.004,30,Marangoni
RUN-000261,240,7,acidic,0.392,250,800,22.603,40,Marangoni
RUN-000262,240,9,alkaline,1.035,0,0,22.085,40,Marangoni
RUN-000263,220,7,alkaline,1.014,250,800,22.102,20,SR
RUN-000264,200,5,acidic,0.496,250,800,22.171,20,Marangoni
RUN-000265,220,7,alkaline,1.194,150,800,22.124,30,SR
RUN-000266,240,7,acidic,0.341,150,1000,22.261,40,Marangoni
RUN-000267,200,7,acidic,0.359,150,800,21.899,30,SR
RUN-000268,200,9,acidic,0.376,0,0,22.227,30,Marangoni
RUN-000269,220,7,acidic,0.551,0,0,22.376,20,Marangoni
RUN-000270,200,7,alkaline,0.86,150,1000,22.103,40,SR
RUN-000271,200,9,alkaline,1.033,0,0,22.33,40,Marangoni
RUN-000272,200,9,acidic,0.585,250,800,22.203,20,Marangoni
RUN-000273,200,7,alkaline,0.981,250,800,21.8,40,SR
RUN-000274,240,5,acidic,0.365,250,1000,21.688,20,SR
RUN-000275,240,9,alkaline,0.881,250,1000,21.579,40,Marangoni
RUN-000276,200,7,alkaline,1.081,0,0,21.865,30,SR
RUN-000277,240,7,alkaline,0.964,150,800,21.941,30,Marangoni
RUN-000278,200,9,acidic,0.542,150,1000,21.792,40,SR
RUN-000279,240,9,acidic,0.459,150,800,22.001,40,Marangoni
RUN-000280,220,5,alkaline,0.886,250,1000,21.207,40,SR
RUN-000281,200,9,alkaline,1.04,150,800,21.927,30,SR
RUN-000282,240,9,acidic,0.538,0,0,21.704,20,Marangoni
RUN-000283,220,7,alkaline,1.02,0,0,21.969,40,Marangoni
RUN-000284,220,5,acidic,0.665,0,0,21.655,30,Marangoni
RUN-000285,240,7,alkaline,0.878,250,800,21.791,20,Marangoni
RUN-000286,220,9,alkaline,0.938,0,0,22.257,30,SR
RUN-000287,200,5,acidic,0.606,0,0,22.146,40,Marangoni
RUN-000288,200,5,acidic,0.364,150,1000,21.334,30,SR
RUN-000289,220,5,acidic,0.522,250,800,22.421,20,Marangoni
RUN-000290,220,5,acidic,0.63,250,800,21.612,20,SR
RUN-000291,200,5,acidic,0.631,250,800,21.383,20,SR
RUN-000292,220,9,acidic,0.332,250,1000,21.872,30,Marangoni
RUN-000293,220,9,acidic,0.649,150,800,21.448,20,Marangoni
RUN-000294,240,7,acidic,0.533,250,800,21.924,20,SR
RUN-000295,220,7,acidic,0.442,150,800,22.056,30,SR
RUN-000296,240,9,acidic,0.438,250,800,21.636,40,Marangoni
RUN-000297,240,9,acidic,0.48,150,1000,21.364,30,SR
RUN-000298,200,7,acidic,0.59,150,1000,21.71,30,SR
RUN-000299,220,5,alkaline,0.744,250,800,21.255,30,Marangoni
RUN-000300,220,7,acidic,0.45,150,1000,21.6,40,SR
RUN-000301,200,5,acidic,0.601,250,800,21.759,40,Marangoni
RUN-000302,200,7,alkaline,0.901,150,800,21.559,30,Marangoni
RUN-000303,220,9,alkaline,0.941,250,800,21.75,20,Marangoni
RUN-000304,200,5,acidic,0.602,150,1000,20.815,20,SR
RUN-000305,200,9,alkaline,0.986,0,0,21.422,20,Marangoni
RUN-000306,220,5,alkaline,0.996,150,800,21.84,20,SR
RUN-000307,200,5,acidic,0.641,250,1000,21.774,20,SR
RUN-000308,200,9,acidic,0.482,0,0,21.841,20,SR
RUN-000309,220,7,alkaline,1.105,250,1000,21.282,40,SR
RUN-000310,220,5,acidic,0.357,250,1000,21.554,20,SR
RUN-000311,240,5,acidic,0.429,150,800,21.812,40,SR
RUN-000312,200,7,alkaline,1.089,150,800,21.642,30,Marangoni
RUN-000313,240,5,alkaline,0.869,150,1000,21.528,30,SR
RUN-000314,200,9,acidic,0.401,150,1000,21.959,20,Marangoni
RUN-000315,200,7,acidic,0.324,250,800,21.594,40,Marangoni
RUN-000316,220,5,acidic,0.553,150,1000,21.418,30,SR
RUN-000317,200,7,alkaline,0.959,250,1000,21.721,20,SR
RUN-000318,220,7,acidic,0.563,0,0,21.734,20,SR
RUN-000319,220,5,acidic,0.381,250,800,21.39,40,Marangoni
RUN-000320,220,9,acidic,0.359,0,0,21.524,40,SR
RUN-000321,220,5,acidic,0.562,0,0,21.57,40,Marangoni
RUN-000322,200,7,acidic,0.454,0,0,21.879,30,SR
RUN-000323,220,9,acidic,0.537,250,800,22.009,20,Marangoni
RUN-000324,200,7,alkaline,0.937,250,1000,21.75,30,SR
RUN-000325,200,9,acidic,0.776,0,0,22.069,30,Marangoni
RUN-000326,220,9,acidic,0.404,0,0,21.693,30,SR
RUN-000327,200,7,acidic,0.506,250,800,22.013,40,Marangoni
RUN-000328,240,5,acidic,0.673,0,0,21.987,30,Marangoni
RUN-000329,200,7,acidic,0.457,150,1000,22.105,30,Marangoni
RUN-000330,220,5,acidic,0.582,0,0,21.962,40,Marangoni
RUN-000331,200,9,alkaline,1.066,0,0,21.932,20,SR
RUN-000332,240,9,acidic,0.524,150,800,21.623,20,Marangoni
RUN-000333,220,9,acidic,0.593,250,800,21.875,30,SR
RUN-000334,200,7,acidic,0.34,150,1000,21.785,30,Marangoni
RUN-000335,240,5,acidic,0.57,250,1000,22.066,40,Marangoni
RUN-000336,200,5,acidic,0.72,0,0,22.153,40,SR
RUN-000337,240,5,alkaline,0.94,150,1000,21.721,20,Marangoni
RUN-000338,220,7,acidic,0.493,0,0,22.142,40,SR
RUN-000339,220,9,acidic,0.529,150,1000,22.556,20,SR
RUN-000340,220,7,acidic,0.405,150,1000,22.431,40,SR
RUN-000341,220,9,alkaline,1.033,150,1000,22.663,30,SR
RUN-000342,240,7,alkaline,0.897,150,800,21.933,20,Marangoni
RUN-000343,240,7,acidic,0.379,250,800,22.108,20,Marangoni
RUN-000344,240,7,acidic,0.495,150,800,22.052,30,Marangoni
RUN-000345,220,9,acidic,0.453,250,800,22.495,30,SR
RUN-000346,240,7,alkaline,0.823,150,1000,22.088,20,SR
RUN-000347,240,9,alkaline,1.039,150,800,22.019,40,Marangoni
RUN-000348,240,5,acidic,0.559,250,1000,21.853,30,Marangoni
RUN-000349,220,9,acidic,0.565,0,0,21.948,40,Marangoni
RUN-000350,240,9,acidic,0.622,0,0,22.432,40,Marangoni
RUN-000351,200,7,alkaline,1.24,0,0,22.81,40,Marangoni
RUN-000352,220,5,alkaline,0.954,0,0,22.489,20,SR
RUN-000353,240,5,acidic,0.48,250,1000,22.041,40,Marangoni
RUN-000354,200,7,acidic,0.405,0,0,22.176,20,SR
RUN-000355,220,5,acidic,0.726,250,800,22.395,30,Marangoni
RUN-000356,200,7,acidic,0.426,250,1000,22.758,30,SR
RUN-000357,200,5,alkaline,0.942,0,0,22.351,40,SR
RUN-000358,240,5,acidic,0.388,150,800,22.804,30,Marangoni
RUN-000359,220,9,acidic,0.661,0,0,23.011,30,Marangoni
RUN-000360,240,9,alkaline,1.141,0,0,21.578,40,SR
RUN-000361,220,9,alkaline,0.862,0,0,21.722,40,SR
RUN-000362,200,9,acidic,0.403,0,0,21.649,40,Marangoni
RUN-000363,240,7,alkaline,1.012,150,1000,21.832,40,SR
RUN-000364,220,7,acidic,0.438,150,800,21.627,20,Marangoni
RUN-000365,200,5,alkaline,1.122,150,800,21.552,30,SR
RUN-000366,220,7,acidic,0.555,250,800,21.656,30,SR
RUN-000367,220,7,acidic,0.503,150,800,21.387,40,Marangoni
RUN-000368,240,7,alkaline,0.876,250,1000,21.784,40,Marangoni
RUN-000369,200,9,acidic,0.336,0,0,21.898,40,Marangoni
RUN-000370,200,7,acidic,0.41,0,0,21.72,40,SR
RUN-000371,200,5,acidic,0.521,150,1000,21.813,20,SR
RUN-000372,200,7,acidic,0.581,0,0,21.938,40,SR
RUN-000373,200,9,alkaline,0.85,250,800,21.767,20,Marangoni
RUN-000374,220,7,acidic,0.357,150,1000,21.801,20,Marangoni
RUN-000375,200,7,alkaline,1.114,250,1000,21.461,20,SR
RUN-000376,240,5,alkaline,1.042,150,1000,21.716,40,Marangoni
RUN-000377,220,5,acidic,0.439,0,0,21.74,20,SR
RUN-000378,240,5,acidic,0.422,250,1000,21.584,30,SR
RUN-000379,220,7,alkaline,0.941,0,0,22.044,40,Marangoni
RUN-000380,200,9,acidic,0.484,150,800,21.25,40,Marangoni
RUN-000381,200,9,acidic,0.363,0,0,21.232,30,Marangoni
RUN-000382,240,7,alkaline,1.084,250,800,22.08,30,SR
RUN-000383,200,9,acidic,0.465,150,1000,21.906,30,SR
RUN-000384,220,9,acidic,0.322,150,800,21.904,20,SR
RUN-000385,200,5,acidic,0.483,0,0,22.0,20,Marangoni
RUN-000386,220,7,acidic,0.373,150,800,21.672,20,SR
RUN-000387,220,7,acidic,0.474,0,0,21.916,30,Marangoni
RUN-000388,240,5,acidic,0.593,0,0,21.698,40,Marangoni
RUN-000389,240,9,acidic,0.226,0,0,22.027,40,SR
RUN-000390,200,7,acidic,0.566,250,1000,21.914,30,SR
RUN-000391,200,7,acidic,0.351,150,800,21.69,40,SR
RUN-000392,240,9,acidic,0.568,150,1000,21.925,40,SR
RUN-000393,200,9,acidic,0.533,0,0,22.447,40,Marangoni
RUN-000394,220,5,alkaline,0.853,250,1000,21.836,20,Marangoni
RUN-000395,200,5,acidic,0.526,0,0,22.564,20,Marangoni
RUN-000396,220,9,acidic,0.539,250,1000,22.04,30,SR
RUN-000397,240,7,acidic,0.371,150,800,21.839,30,SR
RUN-000398,200,5,acidic,0.497,250,800,21.736,20,Marangoni
RUN-000399,240,9,alkaline,1.017,0,0,22.17,20,Marangoni
RUN-000400,200,7,acidic,0.411,0,0,22.621,20,Marangoni
RUN-000401,240,9,alkaline,0.952,0,0,21.745,20,SR
RUN-000402,200,5,acidic,0.583,250,800,22.919,30,Marangoni
RUN-000403,200,7,alkaline,0.978,150,800,22.187,40,SR
