run_id,cond_force_n,cond_rpm,cond_sweep_mms,cond_time_s
RUN-000260,30,80,20,45
RUN-000261,50,60,10,60
RUN-000262,50,80,20,60
RUN-000263,50,80,20,45
RUN-000264,50,80,10,30
RUN-000265,50,60,10,60
RUN-000266,30,60,20,30
RUN-000267,50,80,20,30
RUN-000268,30,80,15,60
RUN-000269,50,80,15,45
RUN-000270,40,60,20,45
RUN-000271,40,80,10,30
RUN-000272,40,60,20,30
RUN-000273,50,80,15,60
RUN-000274,40,60,10,30
RUN-000275,40,60,20,60
RUN-000276,40,80,15,60
RUN-000277,40,80,15,60
RUN-000278,40,60,15,60
RUN-000279,50,80,20,45
RUN-000280,50,80,15,45
RUN-000281,40,80,15,30
RUN-000282,40,80,15,45
RUN-000283,40,60,10,60
RUN-000284,50,60,10,45
RUN-000285,40,60,15,45
RUN-000286,30,60,15,60
RUN-000287,30,80,10,45
RUN-000288,50,60,10,30
RUN-000289,30,80,10,30
RUN-000290,30,60,15,30
RUN-000291,50,60,10,60
RUN-000292,50,60,15,60
RUN-000293,50,80,20,30
RUN-000294,40,60,20,60
RUN-000295,50,60,20,45
RUN-000296,50,60,20,45
RUN-000297,30,60,20,30
RUN-000298,50,60,15,60
RUN-000299,30,80,10,60
RUN-000300,50,60,20,60
RUN-000301,30,60,15,60
RUN-000302,40,60,10,45
RUN-000303,40,60,10,45
RUN-000304,40,80,10,30
RUN-000305,30,60,10,30
RUN-000306,50,60,10,60
RUN-000307,30,60,10,45
RUN-000308,30,60,20,60
RUN-000309,50,60,20,60
RUN-000310,30,60,15,30
RUN-000311,30,80,10,30
RUN-000312,30,60,15,60
RUN-000313,40,80,20,60
RUN-000314,50,60,15,60
RUN-000315,40,80,10,30
RUN-000316,50,60,10,45
RUN-000317,40,80,20,45
RUN-000318,50,80,20,45
RUN-000319,30,80,20,60
RUN-000320,40,60,15,60
RUN-000321,30,60,20,45
RUN-000322,30,60,15,30
RUN-000323,30,80,10,45
RUN-000324,40,60,10,45
RUN-000325,40,60,15,30
RUN-000326,30,60,20,60
RUN-000327,30,60,20,60
RUN-000328,50,60,20,45
RUN-000329,50,60,10,30
RUN-000330,30,60,10,45
RUN-000331,40,60,15,60
RUN-000332,40,80,15,45
RUN-000333,40,60,20,30
RUN-000334,40,80,20,45
RUN-000335,40,60,10,60
RUN-000336,30,80,20,30
RUN-000337,50,60,15,60
RUN-000338,50,80,10,30
RUN-000339,50,80,20,45
RUN-000340,50,60,15,30
RUN-000341,30,60,10,30
RUN-000342,50,80,15,45
RUN-000343,50,80,20,30
RUN-000344,50,80,15,45
RUN-000345,40,60,15,45
RUN-000346,30,80,10,60
RUN-000347,40,80,20,30
RUN-000348,40,60,15,30
RUN-000349,50,60,10,60
RUN-000350,30,80,20,60
RUN-000351,50,60,15,30
RUN-000352,30,60,15,30
RUN-000353,40,80,15,60
RUN-000354,50,80,10,60
RUN-000355,30,60,10,30
RUN-000356,50,80,15,30
RUN-000357,40,80,20,45
RUN-000358,30,80,10,45
RUN-000359,40,80,20,60
RUN-000360,30,60,15,60
RUN-000361,30,60,20,30
RUN-000362,30,80,20,45
RUN-000363,30,60,20,30
RUN-000364,40,60,10,45
RUN-000365,40,60,20,30
RUN-000366,30,60,15,45
RUN-000367,50,60,15,60
RUN-000368,50,60,10,60
RUN-000369,40,80,20,45
RUN-000370,40,60,15,30
RUN-000371,50,60,10,60
RUN-000372,50,60,20,60
RUN-000373,40,60,15,60
RUN-000374,30,60,10,60
RUN-000375,40,60,15,30
RUN-000376,40,80,10,30
RUN-000377,50,60,15,60
RUN-000378,30,80,15,60
RUN-000379,50,80,10,45
RUN-000380,30,60,10,30
RUN-000381,40,80,10,30
RUN-000382,40,60,10,60
RUN-000383,40,60,10,30
RUN-000384,40,80,15,30
RUN-000385,30,80,15,60
RUN-000386,40,60,15,60
RUN-000387,30,60,15,45
RUN-000388,30,60,15,60
RUN-000389,40,80,15,30
RUN-000390,40,60,15,60
RUN-000391,50,80,15,45
RUN-000392,50,80,10,60
RUN-000393,50,60,10,45
RUN-000394,30,80,15,45
RUN-000395,30,60,10,45
RUN-000396,50,60,10,45
RUN-000397,50,60,20,45
RUN-000398,50,60,10,45
RUN-000399,40,80,10,60
RUN-000400,30,80,10,60
RUN-000401,30,80,10,60
RUN-000402,40,60,10,30
RUN-000403,30,80,20,45
RUN-000404,40,80,10,30
RUN-000405,40,60,20,60
RUN-000406,50,60,15,60
RUN-000407,30,80,15,60
RUN-000408,50,60,20,45
RUN-000409,40,80,10,30
RUN-000410,30,80,15,45
RUN-000411,40,80,15,45
RUN-000412,40,60,15,60
RUN-000413,30,80,20,45
RUN-000414,30,80,15,60
RUN-000415,40,60,15,60
RUN-000416,50,80,10,60
RUN-000417,30,80,20,60
RUN-000418,50,60,10,45
RUN-000419,50,60,20,45
RUN-000420,40,60,15,45
RUN-000421,30,60,15,60
RUN-000422,50,80,20,60
RUN-000423,30,60,15,30
RUN-000424,30,60,20,30
RUN-000425,30,60,20,60
RUN-000426,40,80,10,45
RUN-000427,30,60,10,45
RUN-000428,40,60,15,30
RUN-000429,30,60,15,30
RUN-000430,40,60,20,30
RUN-000431,40,60,10,60
RUN-000432,30,60,10,45
RUN-000433,50,60,15,30
RUN-000434,50,60,15,30
RUN-000435,40,80,15,60
RUN-000436,40,80,10,60
RUN-000437,50,60,10,30
RUN-000438,30,60,10,45
RUN-000439,50,60,10,45
RUN-000440,50,60,15,30
RUN-000441,50,60,10,60
RUN-000442,40,60,10,30
RUN-000443,40,80,15,45
RUN-000444,40,60,20,45
RUN-000445,50,80,20,45
RUN-000446,50,80,20,60
RUN-000447,50,80,20,30
RUN-000448,50,60,15,45
RUN-000449,30,80,20,60
RUN-000450,30,80,10,45
RUN-000451,40,80,10,60
RUN-000452,40,60,10,60
RUN-000453,30,80,20,30
RUN-000454,50,60,15,60
RUN-000455,30,60,15,45
RUN-000456,40,60,10,45
RUN-000457,40,60,15,45
RUN-000458,30,60,15,60
RUN-000459,40,80,10,45
RUN-000460,40,60,15,30
RUN-000461,30,80,10,60
RUN-000462,50,60,10,45
RUN-000463,30,80,10,30
RUN-000464,30,60,20,60
RUN-000465,40,80,15,30
RUN-000466,40,80,15,60
RUN-000467,50,60,20,30
RUN-000468,50,60,15,45
RUN-000469,50,80,10,60
RUN-000470,50,60,20,30
RUN-000471,30,60,10,45
RUN-000472,30,80,20,30
RUN-000473,30,80,15,30
RUN-000474,40,60,15,30
RUN-000475,50,60,10,30
RUN-000476,30,80,15,60
RUN-000477,30,80,15,45
RUN-000478,30,60,15,30
RUN-000479,30,80,20,30
RUN-000480,30,80,20,45
RUN-000481,40,80,20,60
RUN-000482,30,60,15,60
RUN-000483,40,60,15,30
RUN-000484,50,80,15,60
RUN-000485,30,80,20,30
RUN-000486,30,60,15,30
RUN-000487,30,80,15,30
RUN-000488,40,80,20,45
RUN-000489,50,80,10,30
RUN-000490,50,80,10,60
RUN-000491,40,80,10,45
RUN-000492,40,80,20,30
RUN-000493,40,80,10,30
RUN-000494,30,80,15,45
RUN-000495,30,60,10,60
RUN-000496,50,60,15,60
RUN-000497,40,80,10,45
RUN-000498,30,80,10,30
RUN-000499,30,60,15,45
RUN-000500,50,60,10,30
RUN-000501,50,60,10,30
RUN-000502,30,60,10,45
RUN-000503,30,60,15,45
RUN-000504,40,80,15,30
RUN-000505,50,80,10,45
RUN-000506,40,60,15,60
RUN-000507,50,60,15,30
RUN-000508,50,60,15,60
RUN-000509,30,60,10,30
RUN-000510,50,60,20,45
RUN-000511,50,80,20,45
RUN-000512,40,60,20,60
RUN-000513,30,60,10,45
RUN-000514,50,80,20,60
RUN-000515,30,80,20,30
RUN-000516,50,60,20,30
RUN-000517,50,60,20,60
RUN-000518,40,80,15,30
RUN-000519,50,80,20,45
RUN-000520,40,60,20,60
RUN-000521,30,60,10,60
RUN-000522,50,60,10,60
RUN-000523,50,80,20,60
RUN-000524,40,60,15,30
RUN-000525,50,60,15,45
RUN-000526,30,60,15,60
RUN-000527,40,60,10,45
RUN-000528,50,80,20,45
RUN-000529,50,60,10,30
RUN-000530,30,80,15,45
RUN-000531,40,80,10,45
RUN-000532,50,80,20,30
RUN-000533,50,80,20,60
RUN-000534,50,80,15,30
RUN-000535,50,60,10,60
RUN-000536,50,80,20,60
RUN-000537,30,80,15,45
RUN-000538,40,80,10,45
RUN-000539,30,60,20,60
RUN-000540,40,80,20,45
RUN-000541,30,60,10,30
RUN-000542,30,80,15,45
RUN-000543,50,80,20,45
RUN-000544,40,60,20,45
RUN-000545,30,80,20,45
RUN-000546,40,80,10,30
RUN-000547,30,80,15,30
RUN-000548,30,60,20,45
RUN-000549,40,60,20,60
RUN-000550,30,80,10,60
RUN-000551,30,60,20,30
RUN-000552,30,80,10,60
RUN-000553,30,60,20,30
RUN-000554,40,80,10,30
RUN-000555,30,60,10,45
RUN-000556,30,60,20,30
RUN-000557,50,60,20,60
RUN-000558,30,80,10,45
RUN-000559,30,60,20,30
RUN-000560,40,80,20,30
RUN-000561,30,80,20,60
RUN-000562,30,60,15,30
RUN-000563,50,60,15,45
RUN-000564,40,80,10,60
RUN-000565,40,60,15,45
RUN-000566,40,60,20,60
RUN-000567,50,60,10,45
RUN-000568,40,60,10,60
RUN-000569,50,60,20,45
RUN-000570,50,80,20,60
RUN-000571,40,80,15,30
RUN-000572,50,80,10,30
RUN-000573,40,80,15,30
RUN-000574,40,60,15,30
RUN-000575,30,80,10,60
RUN-000576,40,60,15,30
RUN-000577,30,60,20,30
RUN-000578,40,60,15,30
RUN-000579,30,80,10,60
RUN-000580,30,60,10,60
RUN-000581,30,80,15,45
RUN-000582,30,60,10,30
RUN-000583,40,80,20,60
RUN-000584,50,60,20,45
RUN-000585,50,60,20,60
RUN-000586,50,80,15,30
RUN-000587,50,80,20,60
RUN-000588,30,60,15,45
RUN-000589,40,60,20,60
RUN-000590,50,60,10,60
RUN-000591,30,60,15,30
RUN-000592,50,60,10,45
RUN-000593,30,80,15,45
RUN-000594,40,80,15,45
RUN-000595,50,60,10,30
RUN-000596,30,80,10,45
RUN-000597,40,80,20,30
RUN-000598,50,60,15,45
RUN-000599,40,60,15,30
RUN-000600,30,80,15,60
RUN-000601,40,80,10,45
RUN-000602,30,60,10,30
RUN-000603,40,60,20,60
RUN-000604,50,60,15,60
RUN-000605,50,60,10,60
RUN-000606,30,60,15,45
RUN-000607,30,60,15,30
RUN-000608,40,80,20,60
RUN-000609,40,60,15,45
RUN-000610,50,80,20,30
RUN-000611,50,60,20,45
RUN-000612,30,80,15,30
RUN-000613,40,80,10,60
RUN-000614,40,80,10,30
RUN-000615,50,60,20,60
RUN-000616,40,60,15,60
RUN-000617,40,80,20,60
RUN-000618,50,80,10,30
RUN-000619,40,80,20,60
RUN-000620,30,80,15,45
RUN-000621,30,60,15,60
RUN-000622,50,60,15,45
RUN-000623,30,60,10,30
RUN-000624,40,80,15,45
RUN-000625,40,60,10,60
RUN-000626,30,60,15,45
RUN-000627,50,60,10,30
RUN-000628,50,80,10,60
RUN-000629,50,80,10,30
RUN-000630,50,80,10,60
RUN-000631,50,80,10,45
RUN-000632,30,80,10,45
RUN-000633,30,60,15,60
RUN-000634,40,60,20,45
RUN-000635,30,60,20,45
RUN-000636,30,60,20,60
RUN-000637,30,60,10,60
RUN-000638,50,60,15,30
RUN-000639,50,80,10,45
RUN-000640,50,80,10,45
RUN-000641,40,80,15,30
RUN-000642,50,60,15,45
RUN-000643,50,80,20,30
RUN-000644,30,80,15,60
RUN-000645,50,80,20,60
RUN-000646,30,60,15,30
RUN-000647,50,80,10,30
RUN-000648,40,60,20,60
RUN-000649,40,60,20,45
RUN-000650,40,80,15,45
RUN-000651,30,60,10,60
RUN-000652,40,60,20,30
RUN-000653,50,60,10,45
RUN-000654,30,60,15,45
RUN-000655,30,60,15,60
RUN-000656,40,60,15,45
RUN-000657,40,60,10,30
RUN-000658,30,60,20,60
RUN-000659,40,80,20,60
RUN-000660,50,60,15,45
RUN-000661,30,60,15,45
RUN-000662,40,60,10,60
RUN-000663,40,60,20,45
RUN-000664,50,60,15,30
RUN-000665,40,60,15,60
RUN-000666,40,80,10,45
RUN-000667,50,60,20,60
RUN-000668,50,60,10,60
RUN-000669,30,80,10,30
RUN-000670,50,80,20,30
RUN-000671,50,80,15,60
RUN-000672,50,60,15,60
RUN-000673,30,60,10,60
RUN-000674,30,60,10,30
RUN-000675,40,80,15,30
RUN-000676,30,80,20,60
RUN-000677,30,80,15,60
RUN-000678,40,80,10,45
RUN-000679,30,80,10,60
RUN-000680,40,60,20,60
RUN-000681,50,60,15,30
RUN-000682,40,80,20,45
RUN-000683,50,80,20,60
RUN-000684,50,80,10,45
RUN-000685,40,80,20,45
RUN-000686,50,80,10,45
RUN-000687,50,60,15,60
RUN-000688,50,60,15,45
RUN-000689,30,80,15,45
RUN-000690,50,60,20,30
RUN-000691,30,60,15,45
RUN-000692,50,60,20,45
RUN-000693,50,80,20,45
RUN-000694,40,60,20,60
RUN-000695,50,80,20,60
RUN-000696,40,80,20,45
RUN-000697,40,80,10,60
RUN-000698,40,80,20,30
RUN-000699,50,80,15,45
RUN-000700,40,80,15,30
RUN-000701,50,60,10,30
RUN-000702,50,60,15,45
RUN-000703,50,80,20,60
RUN-000704,30,80,15,45
RUN-000705,40,80,15,60
RUN-000706,30,80,15,30
RUN-000707,50,60,10,45
RUN-000708,50,60,20,45
RUN-000709,50,80,10,30
RUN-000710,50,80,10,60
RUN-000711,40,80,15,45
RUN-000712,30,60,10,45
RUN-000713,30,60,10,30
RUN-000714,30,60,20,45
RUN-000715,50,80,10,30
RUN-000716,40,60,10,45
RUN-000717,30,60,20,60
RUN-000718,50,80,20,60
RUN-000719,50,60,20,60
RUN-000720,50,60,20,30
RUN-000721,40,80,10,30
RUN-000722,30,60,10,30
RUN-000723,30,80,10,45
RUN-000724,30,80,20,60
RUN-000725,50,80,20,30
RUN-000726,40,60,10,45
RUN-000727,40,80,10,45
RUN-000728,30,60,10,60
RUN-000729,30,60,15,60
RUN-000730,40,80,20,45
RUN-000731,40,60,10,30
RUN-000732,50,60,10,60
RUN-000733,50,80,20,60
RUN-000734,50,80,20,45
RUN-000735,30,80,10,30
RUN-000736,50,80,10,60
RUN-000737,40,60,10,30
RUN-000738,50,80,10,60
RUN-000739,40,60,20,45
RUN-000740,40,80,10,45
RUN-000741,40,80,20,30
RUN-000742,50,80,10,60
RUN-000743,40,80,15,60
RUN-000744,40,80,15,60
RUN-000745,50,60,10,60
RUN-000746,30,60,10,30
RUN-000747,40,80,20,30
RUN-000748,30,60,15,60
RUN-000749,50,80,20,60
RUN-000750,50,80,15,60
RUN-000751,40,60,15,30
RUN-000752,40,80,20,30
RUN-000753,50,80,10,60
RUN-000754,40,80,10,45
RUN-000755,30,60,15,45
RUN-000756,50,80,15,60
RUN-000757,40,60,10,30
RUN-000758,30,80,15,30
RUN-000759,40,80,15,60
RUN-000760,30,80,15,60
RUN-000761,40,60,10,45
RUN-000762,40,60,15,60
RUN-000763,50,60,20,45
RUN-000764,50,80,10,60
RUN-000765,30,80,10,45
RUN-000766,40,60,20,45
RUN-000767,30,60,10,45
RUN-000768,30,80,10,45
RUN-000769,50,60,10,60
RUN-000770,30,60,10,30
RUN-000771,50,60,15,45
RUN-000772,40,60,15,45
RUN-000773,40,80,20,30
RUN-000774,40,80,15,30
RUN-000775,40,60,10,45
RUN-000776,40,60,20,60
RUN-000777,50,60,15,60
RUN-000778,40,60,10,45
RUN-000779,40,80,15,45
RUN-000780,40,60,15,30
RUN-000781,50,60,10,30
RUN-000782,30,80,10,30
RUN-000783,30,60,15,60
RUN-000784,50,60,15,30
RUN-000785,30,60,20,60
RUN-000786,40,60,10,30
RUN-000787,40,60,20,30
RUN-000788,40,80,15,60
RUN-000789,50,80,10,30
RUN-000790,50,80,15,60
RUN-000791,40,80,10,60
RUN-000792,50,80,20,45
RUN-000793,40,80,20,45
RUN-000794,50,60,15,30
RUN-000795,30,80,15,45
RUN-000796,50,80,20,45
RUN-000797,50,80,15,45
RUN-000798,50,60,20,30
RUN-000799,40,60,10,60
RUN-000800,50,60,15,30
RUN-000801,40,60,15,60
RUN-000802,50,60,20,30
RUN-000803,30,60,20,45
RUN-000804,50,60,10,30
RUN-000805,40,80,20,30
RUN-000806,40,60,15,30
RUN-000807,30,80,10,30
RUN-000808,50,80,15,45
RUN-000809,50,60,15,30
RUN-000810,30,60,10,45
RUN-000811,40,60,10,60
RUN-000812,40,80,10,45
RUN-000813,50,80,20,30
RUN-000814,30,80,20,30
RUN-000815,50,60,20,30
RUN-000816,50,60,15,45
RUN-000817,30,80,10,45
RUN-000818,30,80,10,45
RUN-000819,40,60,15,30
RUN-000820,50,60,10,60
RUN-000821,30,80,15,45
RUN-000822,50,60,15,45
RUN-000823,50,60,10,60
RUN-000824,40,60,20,60
RUN-000825,30,80,15,45
RUN-000826,30,60,15,30
RUN-000827,30,80,10,60
RUN-000828,40,60,20,60
RUN-000829,40,60,20,30
RUN-000830,40,60,20,60
RUN-000831,30,60,10,60
RUN-000832,30,60,20,45
RUN-000833,50,80,20,45
RUN-000834,50,60,10,60
RUN-000835,30,60,15,45
RUN-000836,40,60,10,60
RUN-000837,50,80,10,60
RUN-000838,50,60,15,45
RUN-000839,30,80,15,60
RUN-000840,30,60,15,45
RUN-000841,40,60,10,30
RUN-000842,40,80,15,30
RUN-000843,40,60,15,30
RUN-000844,50,80,20,45
RUN-000845,40,80,15,60
RUN-000846,30,80,10,30
RUN-000847,30,80,10,45
RUN-000848,50,80,10,45
RUN-000849,40,60,10,60
RUN-000850,50,60,15,60
RUN-000851,40,60,20,60
RUN-000852,50,60,10,45
RUN-000853,40,80,20,45
RUN-000854,50,80,15,60
RUN-000855,30,60,10,60
RUN-000856,40,60,15,45
RUN-000857,40,80,15,60
RUN-000858,50,80,20,45
RUN-000859,50,80,15,60
RUN-000860,50,60,20,30
RUN-000861,30,60,20,30
RUN-000862,50,60,15,60
RUN-000863,50,80,20,60
RUN-000864,40,80,20,60
RUN-000865,50,60,15,60
RUN-000866,40,60,20,30
RUN-000867,50,60,10,45
RUN-000868,30,60,10,30
RUN-000869,50,60,20,60
RUN-000870,40,60,20,45
RUN-000871,50,80,20,45
RUN-000872,40,60,10,30
RUN-000873,40,60,15,60
RUN-000874,50,60,15,60
RUN-000875,50,60,20,45
RUN-000876,40,80,15,60
RUN-000877,40,80,15,45
RUN-000878,30,60,15,45
RUN-000879,50,60,20,30
RUN-000880,30,80,20,60
RUN-000881,50,60,10,30
RUN-000882,30,60,10,45
RUN-000883,50,60,10,60
RUN-000884,30,80,15,60
RUN-000885,50,80,15,30
RUN-000886,50,60,15,30
RUN-000887,50,80,15,30
RUN-000888,50,80,20,60
RUN-000889,50,80,10,30
RUN-000890,40,80,15,30
RUN-000891,40,80,15,60
RUN-000892,40,60,20,30
RUN-000893,40,60,15,60
RUN-000894,40,80,20,45
RUN-000895,50,80,20,60
RUN-000896,40,80,20,30
RUN-000897,50,60,15,60
RUN-000898,30,80,10,60
RUN-000899,30,60,20,30
RUN-000900,40,80,10,60
RUN-000901,40,60,20,45
RUN-000902,50,80,10,60
RUN-000903,30,80,20,60
RUN-000904,40,80,15,45
RUN-000905,30,80,10,45
RUN-000906,30,60,10,60
RUN-000907,50,80,15,60
RUN-000908,50,60,20,45
RUN-000909,50,80,20,45
RUN-000910,50,80,10,45
RUN-000911,50,60,10,60
RUN-000912,30,60,20,60
RUN-000913,50,80,20,45
RUN-000914,50,80,10,30
RUN-000915,30,60,10,60
RUN-000916,30,80,15,60
RUN-000917,50,80,15,30
RUN-000918,40,60,20,60
RUN-000919,30,80,10,45
RUN-000920,30,80,20,45
RUN-000921,50,60,10,45
RUN-000922,30,60,10,60
RUN-000923,50,80,10,30
RUN-000924,40,80,20,45
RUN-000925,40,80,10,45
RUN-000926,50,80,15,30
RUN-000927,30,60,15,30
