run_id,grid_x,grid_y,pattern_density_pct
RUN-000009,0,2,24.418
RUN-000009,0,3,29.776
RUN-000009,0,4,36.67
RUN-000009,1,0,26.461
RUN-000009,1,1,42.659
RUN-000009,1,2,34.531
RUN-000009,1,3,43.444
RUN-000009,1,4,12.134
RUN-000009,2,0,25.078
RUN-000009,2,1,35.544
RUN-000009,2,2,29.859
RUN-000009,2,3,29.803
RUN-000009,2,4,41.166
RUN-000009,3,0,15.419
RUN-000009,3,1,5.0
RUN-000009,3,2,28.073
RUN-000009,3,3,40.855
RUN-000009,3,4,25.421
RUN-000009,4,0,23.485
RUN-000009,4,1,36.413
RUN-000009,4,2,28.978
RUN-000009,4,3,39.399
RUN-000009,4,4,37.157
RUN-000010,0,0,55.024
RUN-000010,0,1,27.126
RUN-000010,0,2,51.4
RUN-000010,0,3,33.308
RUN-000010,0,4,46.867
RUN-000010,1,0,42.051
RUN-000010,1,1,40.297
RUN-000010,1,2,40.848
RUN-000010,1,3,21.829
RUN-000010,1,4,35.87
RUN-000010,2,0,23.669
RUN-000010,2,1,37.737
RUN-000010,2,2,52.773
RUN-000010,2,3,42.758
RUN-000010,2,4,37.557
RUN-000010,3,0,42.032
RUN-000010,3,1,40.959
RUN-000010,3,2,38.823
RUN-000010,3,3,60.54
RUN-000010,3,4,49.846
RUN-000010,4,0,60.44
RUN-000010,4,1,41.943
RUN-000010,4,2,36.499
RUN-000010,4,3,44.582
RUN-000010,4,4,60.087
RUN-000011,0,0,31.597
RUN-000011,0,1,23.139
RUN-000011,0,2,33.495
RUN-000011,0,3,28.861
RUN-000011,0,4,30.42
RUN-000011,1,0,29.562
RUN-000011,1,1,31.998
RUN-000011,1,2,29.967
RUN-000011,1,3,20.57
RUN-000011,1,4,28.705
RUN-000011,2,0,19.652
RUN-000011,2,1,13.172
RUN-000011,2,2,40.49
RUN-000011,2,3,33.853
RUN-000011,2,4,28.463
RUN-000011,3,0,37.644
RUN-000011,3,1,13.647
RUN-000011,3,2,20.8
RUN-000011,3,3,29.34
RUN-000011,3,4,25.874
RUN-000011,4,0,29.971
RUN-000011,4,1,18.798
RUN-000011,4,2,35.747
RUN-000011,4,3,23.709
RUN-000011,4,4,16.951
RUN-000012,0,0,44.2
RUN-000012,0,1,41.532
RUN-000012,0,2,22.489
RUN-000012,0,3,43.928
RUN-000012,0,4,41.314
RUN-000012,1,0,31.023
RUN-000012,1,1,63.577
RUN-000012,1,2,28.777
RUN-000012,1,3,41.351
RUN-000012,1,4,34.354
RUN-000012,2,0,46.891
RUN-000012,2,1,47.49
RUN-000012,2,2,14.891
RUN-000012,2,3,24.484
RUN-000012,2,4,22.419
RUN-000012,3,0,32.439
RUN-000012,3,1,41.362
RUN-000012,3,2,57.299
RUN-000012,3,3,37.807
RUN-000012,3,4,53.803
RUN-000012,4,0,30.121
RUN-000012,4,1,43.589
RUN-000012,4,2,55.274
RUN-000012,4,3,57.924
RUN-000012,4,4,39.299
RUN-000013,0,0,50.383
RUN-000013,0,1,46.216
RUN-000013,0,2,58.381
RUN-000013,0,3,46.426
RUN-000013,0,4,45.276
RUN-000013,1,0,52.015
RUN-000013,1,1,38.647
RUN-000013,1,2,58.743
RUN-000013,1,3,57.596
RUN-000013,1,4,56.428
RUN-000013,2,0,40.529
RUN-000013,2,1,38.192
RUN-000013,2,2,39.974
RUN-000013,2,3,24.708
RUN-000013,2,4,60.36
RUN-000013,3,0,19.237
RUN-000013,3,1,30.359
RUN-000013,3,2,42.815
RUN-000013,3,3,44.639
RUN-000013,3,4,37.665
RUN-000013,4,0,40.279
RUN-000013,4,1,29.983
RUN-000013,4,2,30.191
RUN-000013,4,3,45.39
RUN-000013,4,4,46.732
RUN-000014,0,0,33.503
RUN-000014,0,1,31.929
RUN-000014,0,2,20.959
RUN-000014,0,3,28.217
RUN-000014,0,4,20.113
RUN-000014,1,0,11.786
RUN-000014,1,1,18.859
RUN-000014,1,2,38.987
RUN-000014,1,3,40.973
RUN-000014,1,4,23.436
RUN-000014,2,0,32.921
RUN-000014,2,1,29.929
RUN-000014,2,2,29.108
RUN-000014,2,3,39.702
RUN-000014,2,4,16.009
RUN-000014,3,0,14.563
RUN-000014,3,1,31.384
RUN-000014,3,2,34.411
RUN-000014,3,3,22.027
RUN-000014,3,4,28.618
RUN-000014,4,0,13.747
RUN-000014,4,1,31.83
RUN-000014,4,2,18.036
RUN-000014,4,3,24.544
RUN-000014,4,4,36.331
RUN-000015,0,0,48.675
RUN-000015,0,1,21.067
RUN-000015,0,2,19.256
RUN-000015,0,3,33.551
RUN-000015,0,4,18.605
RUN-000015,1,0,21.127
RUN-000015,1,1,27.767
RUN-000015,1,2,37.478
RUN-000015,1,3,30.732
RUN-000015,1,4,27.115
RUN-000015,2,0,51.184
RUN-000015,2,1,10.447
RUN-000015,2,2,27.812
RUN-000015,2,3,22.99
RUN-000015,2,4,35.793
RUN-000015,3,0,33.857
RUN-000015,3,1,25.848
RUN-000015,3,2,23.642
RUN-000015,3,3,31.257
RUN-000015,3,4,35.721
RUN-000015,4,0,25.668
RUN-000015,4,1,27.371
RUN-000015,4,2,26.747
RUN-000015,4,3,29.493
RUN-000015,4,4,27.7
RUN-000016,0,0,38.057
RUN-000016,0,1,36.327
RUN-000016,0,2,34.082
RUN-000016,0,3,35.755
RUN-000016,0,4,52.427
RUN-000016,1,0,43.598
RUN-000016,1,1,7.808
RUN-000016,1,2,12.595
RUN-000016,1,3,44.96
RUN-000016,1,4,39.151
RUN-000016,2,0,25.727
RUN-000016,2,1,34.548
RUN-000016,2,2,32.688
RUN-000016,2,3,34.139
RUN-000016,2,4,32.062
RUN-000016,3,0,26.976
RUN-000016,3,1,24.183
RUN-000016,3,2,32.106
RUN-000016,3,3,30.229
RUN-000016,3,4,34.325
RUN-000016,4,0,47.099
RUN-000016,4,1,38.982
RUN-000016,4,2,33.635
RUN-000016,4,3,41.48
RUN-000016,4,4,32.56
RUN-000017,0,0,48.71
RUN-000017,0,1,53.931
RUN-000017,0,2,33.847
RUN-000017,0,3,48.679
RUN-000017,0,4,55.313
RUN-000017,1,0,32.869
RUN-000017,1,1,47.027
RUN-000017,1,2,42.878
RUN-000017,1,3,35.117
RUN-000017,1,4,28.913
RUN-000017,2,0,32.987
RUN-000017,2,1,39.296
RUN-000017,2,2,51.154
RUN-000017,2,3,38.6
RUN-000017,2,4,43.161
RUN-000017,3,0,40.453
RUN-000017,3,1,46.061
RUN-000017,3,2,41.998
RUN-000017,3,3,44.084
RUN-000017,3,4,47.354
RUN-000017,4,0,38.845
RUN-000017,4,1,19.533
RUN-000017,4,2,54.582
RUN-000017,4,3,35.514
RUN-000017,4,4,36.866
RUN-000018,0,0,29.856
RUN-000018,0,1,42.53
RUN-000018,0,2,33.812
RUN-000018,0,3,13.824
RUN-000018,0,4,21.176
RUN-000018,1,0,38.58
RUN-000018,1,1,33.355
RUN-000018,1,2,39.991
RUN-000018,1,3,36.491
RUN-000018,1,4,25.461
RUN-000018,2,0,37.012
RUN-000018,2,1,14.56
RUN-000018,2,2,34.303
RUN-000018,2,3,43.98
RUN-000018,2,4,34.124
RUN-000018,3,0,42.114
RUN-000018,3,1,37.235
RUN-000018,3,2,15.272
RUN-000018,3,3,17.585
RUN-000018,3,4,25.569
RUN-000018,4,0,5.0
RUN-000018,4,1,31.695
RUN-000018,4,2,28.57
RUN-000018,4,3,23.285
RUN-000018,4,4,36.525
RUN-000019,0,0,33.327
RUN-000019,0,1,33.613
RUN-000019,0,2,26.746
RUN-000019,0,3,7.872
RUN-000019,0,4,27.649
RUN-000019,1,0,25.063
RUN-000019,1,1,32.27
RUN-000019,1,2,19.312
RUN-000019,1,3,41.937
RUN-000019,1,4,44.54
RUN-000019,2,0,38.841
RUN-000019,2,1,36.442
RUN-000019,2,2,15.724
RUN-000019,2,3,21.791
RUN-000019,2,4,37.132
RUN-000019,3,0,26.945
RUN-000019,3,1,33.17
RUN-000019,3,2,13.293
RUN-000019,3,3,41.864
RUN-000019,3,4,26.627
RUN-000019,4,0,29.024
RUN-000019,4,1,34.69
RUN-000019,4,2,47.627
RUN-000019,4,3,7.975
RUN-000019,4,4,10.57
RUN-000020,0,0,30.935
RUN-000020,0,1,19.573
RUN-000020,0,2,29.068
RUN-000020,0,3,50.725
RUN-000020,0,4,25.862
RUN-000020,1,0,33.76
RUN-000020,1,1,46.462
RUN-000020,1,2,27.204
RUN-000020,1,3,28.027
RUN-000020,1,4,27.68
RUN-000020,2,0,15.973
RUN-000020,2,1,36.976
RUN-000020,2,2,37.791
RUN-000020,2,3,16.06
RUN-000020,2,4,36.826
RUN-000020,3,0,39.432
RUN-000020,3,1,39.771
RUN-000020,3,2,41.325
RUN-000020,3,3,12.785
RUN-000020,3,4,29.714
RUN-000020,4,0,24.188
RUN-000020,4,1,34.545
RUN-000020,4,2,29.318
RUN-000020,4,3,13.122
RUN-000020,4,4,38.434
RUN-000021,0,0,36.027
RUN-000021,0,1,25.467
RUN-000021,0,2,8.406
RUN-000021,0,3,38.798
RUN-000021,0,4,28.445
RUN-000021,1,0,32.483
RUN-000021,1,1,16.619
RUN-000021,1,2,32.856
RUN-000021,1,3,23.315
RUN-000021,1,4,24.84
RUN-000021,2,0,8.806
RUN-000021,2,1,34.162
RUN-000021,2,2,28.054
RUN-000021,2,3,13.563
RUN-000021,2,4,23.167
RUN-000021,3,0,28.833
RUN-000021,3,1,47.618
RUN-000021,3,2,18.99
RUN-000021,3,3,9.883
RUN-000021,3,4,35.679
RUN-000021,4,0,21.915
RUN-000021,4,1,32.65
RUN-000021,4,2,33.536
RUN-000021,4,3,23.343
RUN-000021,4,4,34.628
RUN-000022,0,0,44.373
RUN-000022,0,1,28.97
RUN-000022,0,2,36.406
RUN-000022,0,3,51.532
RUN-000022,0,4,51.628
RUN-000022,1,0,35.762
RUN-000022,1,1,29.858
RUN-000022,1,2,39.989
RUN-000022,1,3,33.712
RUN-000022,1,4,40.13
RUN-000022,2,0,31.379
RUN-000022,2,1,48.964
RUN-000022,2,2,41.563
RUN-000022,2,3,30.132
RUN-000022,2,4,47.278
RUN-000022,3,0,32.332
RUN-000022,3,1,38.339
RUN-000022,3,2,53.873
RUN-000022,3,3,47.608
RUN-000022,3,4,47.454
RUN-000022,4,0,45.371
RUN-000022,4,1,49.554
RUN-000022,4,2,53.059
RUN-000022,4,3,53.768
RUN-000022,4,4,41.489
RUN-000023,0,0,49.288
RUN-000023,0,1,41.438
RUN-000023,0,2,43.883
RUN-000023,0,3,26.828
RUN-000023,0,4,42.215
RUN-000023,1,0,32.043
RUN-000023,1,1,45.604
RUN-000023,1,2,45.511
RUN-000023,1,3,35.692
RUN-000023,1,4,21.742
RUN-000023,2,0,42.32
RUN-000023,2,1,43.176
RUN-000023,2,2,46.889
RUN-000023,2,3,37.245
RUN-000023,2,4,36.053
RUN-000023,3,0,32.212
RUN-000023,3,1,42.732
RUN-000023,3,2,32.805
RUN-000023,3,3,27.376
RUN-000023,3,4,22.516
RUN-000023,4,0,38.027
RUN-000023,4,1,29.215
RUN-000023,4,2,49.156
RUN-000023,4,3,37.093
RUN-000023,4,4,60.415
RUN-000024,0,0,44.648
RUN-000024,0,1,29.002
RUN-000024,0,2,33.164
RUN-000024,0,3,29.368
RUN-000024,0,4,22.863
RUN-000024,1,0,38.812
RUN-000024,1,1,29.619
RUN-000024,1,2,21.425
RUN-000024,1,3,21.742
RUN-000024,1,4,20.36
RUN-000024,2,0,17.178
RUN-000024,2,1,45.672
RUN-000024,2,2,19.234
RUN-000024,2,3,11.239
RUN-000024,2,4,27.614
RUN-000024,3,0,29.916
RUN-000024,3,1,22.432
RUN-000024,3,2,12.987
RUN-000024,3,3,34.327
RUN-000024,3,4,34.7
RUN-000024,4,0,33.0
RUN-000024,4,1,37.991
RUN-000024,4,2,34.856
RUN-000024,4,3,28.263
RUN-000024,4,4,26.7
RUN-000025,0,0,42.327
RUN-000025,0,1,32.965
RUN-000025,0,2,42.129
RUN-000025,0,3,30.882
RUN-000025,0,4,37.634
RUN-000025,1,0,58.256
RUN-000025,1,1,39.936
RUN-000025,1,2,46.436
RUN-000025,1,3,39.391
RUN-000025,1,4,55.118
RUN-000025,2,0,42.407
RUN-000025,2,1,44.631
RUN-000025,2,2,39.741
RUN-000025,2,3,45.106
RUN-000025,2,4,45.443
RUN-000025,3,0,35.208
RUN-000025,3,1,25.848
RUN-000025,3,2,42.445
RUN-000025,3,3,42.313
RUN-000025,3,4,38.375
RUN-000025,4,0,33.247
RUN-000025,4,1,35.511
RUN-000025,4,2,27.615
RUN-000025,4,3,31.512
RUN-000025,4,4,29.742
RUN-000026,0,0,37.951
RUN-000026,0,1,41.255
RUN-000026,0,2,29.365
RUN-000026,0,3,48.25
RUN-000026,0,4,44.592
RUN-000026,1,0,34.065
RUN-000026,1,1,38.727
RUN-000026,1,2,45.118
RUN-000026,1,3,31.236
RUN-000026,1,4,29.208
RUN-000026,2,0,28.312
RUN-000026,2,1,15.196
RUN-000026,2,2,44.327
RUN-000026,2,3,37.942
RUN-000026,2,4,38.39
RUN-000026,3,0,39.646
RUN-000026,3,1,34.769
RUN-000026,3,2,29.823
RUN-000026,3,3,51.502
RUN-000026,3,4,44.467
RUN-000026,4,0,25.181
RUN-000026,4,1,44.684
RUN-000026,4,2,39.877
RUN-000026,4,3,31.424
RUN-000026,4,4,15.955
RUN-000027,0,0,19.209
RUN-000027,0,1,27.33
RUN-000027,0,2,15.935
RUN-000027,0,3,29.208
RUN-000027,0,4,16.789
RUN-000027,1,0,51.778
RUN-000027,1,1,37.245
RUN-000027,1,2,32.976
RUN-000027,1,3,31.384
RUN-000027,1,4,50.137
RUN-000027,2,0,47.624
RUN-000027,2,1,25.765
RUN-000027,2,2,32.859
RUN-000027,2,3,34.799
RUN-000027,2,4,35.357
RUN-000027,3,0,35.012
RUN-000027,3,1,16.446
RUN-000027,3,2,35.16
RUN-000027,3,3,29.982
RUN-000027,3,4,32.089
RUN-000027,4,0,42.758
RUN-000027,4,1,55.919
RUN-000027,4,2,29.103
RUN-000027,4,3,29.316
RUN-000027,4,4,23.755
RUN-000028,0,0,38.39
RUN-000028,0,1,33.658
RUN-000028,0,2,40.877
RUN-000028,0,3,53.632
RUN-000028,0,4,45.712
RUN-000028,1,0,37.178
RUN-000028,1,1,50.301
RUN-000028,1,2,40.825
RUN-000028,1,3,34.213
RUN-000028,1,4,37.082
RUN-000028,2,0,22.738
RUN-000028,2,1,24.163
RUN-000028,2,2,39.23
RUN-000028,2,3,62.553
RUN-000028,2,4,53.824
RUN-000028,3,0,48.589
RUN-000028,3,1,40.24
RUN-000028,3,2,36.122
RUN-000028,3,3,33.648
RUN-000028,3,4,45.452
RUN-000028,4,0,50.629
RUN-000028,4,1,38.737
RUN-000028,4,2,38.913
RUN-000028,4,3,42.401
RUN-000028,4,4,37.951
RUN-000029,0,0,20.556
RUN-000029,0,1,24.649
RUN-000029,0,2,27.91
RUN-000029,0,3,26.647
RUN-000029,0,4,33.546
RUN-000029,1,0,21.729
RUN-000029,1,1,44.372
RUN-000029,1,2,42.466
RUN-000029,1,3,33.826
RUN-000029,1,4,42.822
RUN-000029,2,0,33.027
RUN-000029,2,1,15.273
RUN-000029,2,2,27.122
RUN-000029,2,3,32.508
RUN-000029,2,4,42.813
RUN-000029,3,0,31.578
RUN-000029,3,1,24.095
RUN-000029,3,2,31.015
RUN-000029,3,3,18.692
RUN-000029,3,4,50.955
RUN-000029,4,0,32.579
RUN-000029,4,1,19.229
RUN-000029,4,2,36.642
RUN-000029,4,3,25.357
RUN-000029,4,4,34.855
RUN-000030,0,0,43.032
RUN-000030,0,1,30.683
RUN-000030,0,2,28.906
RUN-000030,0,3,43.322
RUN-000030,0,4,23.597
RUN-000030,1,0,24.89
RUN-000030,1,1,27.194
RUN-000030,1,2,57.363
RUN-000030,1,3,23.648
RUN-000030,1,4,26.367
RUN-000030,2,0,34.912
RUN-000030,2,1,51.317
RUN-000030,2,2,49.788
RUN-000030,2,3,43.235
RUN-000030,2,4,36.222
RUN-000030,3,0,15.228
RUN-000030,3,1,40.699
RUN-000030,3,2,39.23
RUN-000030,3,3,22.773
RUN-000030,3,4,16.811
RUN-000030,4,0,40.814
RUN-000030,4,1,19.602
RUN-000030,4,2,11.53
RUN-000030,4,3,34.888
RUN-000030,4,4,53.724
RUN-000031,0,0,22.016
RUN-000031,0,1,48.643
RUN-000031,0,2,44.042
RUN-000031,0,3,29.385
RUN-000031,0,4,25.736
RUN-000031,1,0,49.517
RUN-000031,1,1,59.643
RUN-000031,1,2,30.454
RUN-000031,1,3,43.988
RUN-000031,1,4,26.31
RUN-000031,2,0,58.459
RUN-000031,2,1,48.487
RUN-000031,2,2,52.888
RUN-000031,2,3,31.049
RUN-000031,2,4,49.555
RUN-000031,3,0,37.503
RUN-000031,3,1,23.77
RUN-000031,3,2,44.384
RUN-000031,3,3,42.477
RUN-000031,3,4,39.859
RUN-000031,4,0,31.029
RUN-000031,4,1,47.547
RUN-000031,4,2,53.15
RUN-000031,4,3,54.772
RUN-000031,4,4,51.713
RUN-000032,0,0,36.834
RUN-000032,0,1,41.01
RUN-000032,0,2,40.743
RUN-000032,0,3,37.835
RUN-000032,0,4,37.306
RUN-000032,1,0,41.305
RUN-000032,1,1,57.54
RUN-000032,1,2,38.694
RUN-000032,1,3,47.322
RUN-000032,1,4,66.092
RUN-000032,2,0,42.762
RUN-000032,2,1,38.683
RUN-000032,2,2,27.21
RUN-000032,2,3,33.255
RUN-000032,2,4,42.489
RUN-000032,3,0,20.352
RUN-000032,3,1,32.345
RUN-000032,3,2,38.44
RUN-000032,3,3,37.788
RUN-000032,3,4,27.581
RUN-000032,4,0,41.969
RUN-000032,4,1,42.685
RUN-000032,4,2,34.208
RUN-000032,4,3,45.412
RUN-000032,4,4,31.607
RUN-000033,0,0,41.416
RUN-000033,0,1,33.943
RUN-000033,0,2,44.772
RUN-000033,0,3,47.25
RUN-000033,0,4,51.392
RUN-000033,1,0,46.64
RUN-000033,1,1,43.942
RUN-000033,1,2,24.259
RUN-000033,1,3,37.832
RUN-000033,1,4,36.917
RUN-000033,2,0,54.828
RUN-000033,2,1,17.708
RUN-000033,2,2,36.098
RUN-000033,2,3,40.993
RUN-000033,2,4,68.506
RUN-000033,3,0,46.806
RUN-000033,3,1,38.86
RUN-000033,3,2,37.492
RUN-000033,3,3,35.104
RUN-000033,3,4,32.335
RUN-000033,4,0,54.213
RUN-000033,4,1,43.868
RUN-000033,4,2,35.709
RUN-000033,4,3,50.648
RUN-000033,4,4,50.072
RUN-000034,0,0,53.919
RUN-000034,0,1,38.716
RUN-000034,0,2,25.84
RUN-000034,0,3,22.741
RUN-000034,0,4,28.869
RUN-000034,1,0,24.883
RUN-000034,1,1,24.616
RUN-000034,1,2,28.834
RUN-000034,1,3,32.229
RUN-000034,1,4,44.391
RUN-000034,2,0,17.753
RUN-000034,2,1,21.699
RUN-000034,2,2,50.651
RUN-000034,2,3,24.468
RUN-000034,2,4,37.601
RUN-000034,3,0,31.938
RUN-000034,3,1,14.67
RUN-000034,3,2,13.074
RUN-000034,3,3,40.354
RUN-000034,3,4,43.926
RUN-000034,4,0,33.522
RUN-000034,4,1,16.325
RUN-000034,4,2,33.354
RUN-000034,4,3,40.292
RUN-000034,4,4,29.569
RUN-000035,0,0,35.057
RUN-000035,0,1,26.086
RUN-000035,0,2,22.394
RUN-000035,0,3,20.997
RUN-000035,0,4,37.637
RUN-000035,1,0,23.948
RUN-000035,1,1,38.702
RUN-000035,1,2,22.621
RUN-000035,1,3,30.873
RUN-000035,1,4,22.801
RUN-000035,2,0,32.917
RUN-000035,2,1,31.887
RUN-000035,2,2,30.253
RUN-000035,2,3,29.194
RUN-000035,2,4,26.541
RUN-000035,3,0,12.237
RUN-000035,3,1,34.025
RUN-000035,3,2,43.262
RUN-000035,3,3,26.491
RUN-000035,3,4,39.821
RUN-000035,4,0,46.792
RUN-000035,4,1,18.68
RUN-000035,4,2,34.333
RUN-000035,4,3,29.846
RUN-000035,4,4,34.69
RUN-000036,0,0,26.738
RUN-000036,0,1,46.207
RUN-000036,0,2,44.549
RUN-000036,0,3,45.399
RUN-000036,0,4,49.871
RUN-000036,1,0,45.949
RUN-000036,1,1,53.95
RUN-000036,1,2,36.627
RUN-000036,1,3,54.082
RUN-000036,1,4,31.986
RUN-000036,2,0,48.915
RUN-000036,2,1,49.504
RUN-000036,2,2,48.203
RUN-000036,2,3,35.221
RUN-000036,2,4,47.26
RUN-000036,3,0,23.398
RUN-000036,3,1,53.519
RUN-000036,3,2,26.676
RUN-000036,3,3,49.666
RUN-000036,3,4,39.047
RUN-000036,4,0,46.586
RUN-000036,4,1,44.884
RUN-000036,4,2,38.613
RUN-000036,4,3,38.028
RUN-000036,4,4,28.149
RUN-000037,0,0,28.652
RUN-000037,0,1,37.63
RUN-000037,0,2,42.92
RUN-000037,0,3,42.95
RUN-000037,0,4,57.974
