run_id,cond_force_n,cond_rpm,cond_sweep_mms,cond_time_s
RUN-000118,30,60,15,60
RUN-000119,50,60,10,60
RUN-000120,50,60,20,45
RUN-000121,40,80,10,60
RUN-000122,40,80,10,60
RUN-000123,40,80,10,45
RUN-000124,50,60,10,45
RUN-000125,40,80,20,30
RUN-000126,50,60,10,45
RUN-000127,30,80,15,30
RUN-000128,30,60,10,45
RUN-000129,40,80,15,30
RUN-000130,30,60,10,45
RUN-000131,40,80,10,45
RUN-000132,50,80,10,60
RUN-000133,40,80,10,45
RUN-000134,30,60,15,60
RUN-000135,40,80,10,30
RUN-000136,30,80,15,60
RUN-000137,30,60,20,45
RUN-000138,40,60,20,45
RUN-000139,40,80,20,60
RUN-000140,30,80,20,60
RUN-000141,50,60,10,60
RUN-000142,30,60,20,45
RUN-000143,40,60,10,30
RUN-000144,30,60,20,45
RUN-000145,40,60,20,30
RUN-000146,50,80,15,60
RUN-000147,50,60,15,45
RUN-000148,40,60,15,30
RUN-000149,50,60,15,30
RUN-000150,30,60,10,60
RUN-000151,50,60,20,30
RUN-000152,50,60,15,30
RUN-000153,50,60,15,45
RUN-000154,50,60,20,30
RUN-000155,50,80,15,45
RUN-000156,30,60,15,30
RUN-000157,30,80,20,45
RUN-000158,40,60,10,45
RUN-000159,50,80,10,45
RUN-000160,40,80,15,30
RUN-000161,30,80,20,60
RUN-000162,30,80,20,60
RUN-000163,50,60,10,60
RUN-000164,40,80,20,45
RUN-000165,50,60,15,45
RUN-000166,50,80,15,30
RUN-000167,30,80,20,45
RUN-000168,40,80,15,60
RUN-000169,40,80,20,60
RUN-000170,30,60,20,30
RUN-000171,30,60,15,30
RUN-000172,30,60,15,45
RUN-000173,50,60,10,45
RUN-000174,50,60,20,45
RUN-000175,50,80,20,45
RUN-000176,30,60,20,60
RUN-000177,40,80,15,30
RUN-000178,50,60,20,45
RUN-000179,50,60,20,60
RUN-000180,50,80,10,30
RUN-000181,30,80,20,60
RUN-000182,40,80,20,45
RUN-000183,50,60,15,45
RUN-000184,30,60,15,30
RUN-000185,30,60,10,60
RUN-000186,40,80,10,60
RUN-000187,40,60,20,45
RUN-000188,40,80,20,45
RUN-000189,40,80,10,60
RUN-000190,30,80,20,45
RUN-000191,40,80,20,60
RUN-000192,30,60,15,60
RUN-000193,40,60,10,30
RUN-000194,40,80,15,30
RUN-000195,30,80,15,45
RUN-000196,40,60,10,45
RUN-000197,40,80,10,30
RUN-000198,50,80,10,60
RUN-000199,50,60,15,30
RUN-000200,40,80,20,60
RUN-000201,40,80,20,60
RUN-000202,50,80,10,45
RUN-000203,40,60,20,45
RUN-000204,50,80,10,30
RUN-000205,50,60,20,30
RUN-000206,50,80,15,60
RUN-000207,40,60,20,45
RUN-000208,50,60,20,30
RUN-000209,30,60,10,45
RUN-000210,50,80,10,45
RUN-000211,30,80,20,30
RUN-000212,30,60,10,60
RUN-000213,30,80,20,60
RUN-000214,30,80,10,30
RUN-000215,30,80,10,45
RUN-000216,30,60,15,30
RUN-000217,30,80,15,60
RUN-000218,50,60,15,45
RUN-000219,40,80,10,45
RUN-000220,30,80,20,30
RUN-000221,50,80,10,45
RUN-000222,40,60,15,60
RUN-000223,30,60,15,45
RUN-000224,50,60,20,60
RUN-000225,30,80,20,45
RUN-000226,30,80,10,30
RUN-000227,40,80,15,60
RUN-000228,30,60,10,45
RUN-000229,50,60,20,45
RUN-000230,40,60,20,60
RUN-000231,40,60,20,45
RUN-000232,30,60,20,45
RUN-000233,30,80,15,45
RUN-000234,30,60,20,45
RUN-000235,40,60,15,30
RUN-000236,40,60,20,30
RUN-000237,50,60,15,60
RUN-000238,40,80,10,45
RUN-000239,50,80,15,30
RUN-000240,50,60,10,60
RUN-000241,30,80,10,45
RUN-000242,40,80,10,45
RUN-000243,30,60,10,45
RUN-000244,30,60,15,30
RUN-000245,50,80,20,45
RUN-000246,40,60,15,30
RUN-000247,40,80,10,45
RUN-000248,30,60,15,60
RUN-000249,30,60,20,30
RUN-000250,30,60,20,45
RUN-000251,30,80,15,30
RUN-000252,40,80,10,60
RUN-000253,50,80,15,45
RUN-000254,50,80,15,45
RUN-000255,50,60,20,30
RUN-000256,30,60,15,45
RUN-000257,30,80,20,60
RUN-000258,50,60,10,60
RUN-000259,50,60,20,45
RUN-000260,40,60,20,30
RUN-000261,50,80,10,45
RUN-000262,30,80,20,45
RUN-000263,40,60,20,60
RUN-000264,30,80,20,30
RUN-000265,30,80,15,60
RUN-000266,30,60,10,30
RUN-000267,40,80,15,45
RUN-000268,40,60,15,30
RUN-000269,50,60,15,60
RUN-000270,40,80,15,45
RUN-000271,40,80,10,45
RUN-000272,50,80,10,45
RUN-000273,50,60,15,45
RUN-000274,30,80,10,60
RUN-000275,50,60,10,45
RUN-000276,40,80,10,60
RUN-000277,40,60,10,30
RUN-000278,40,60,10,30
RUN-000279,30,80,15,30
RUN-000280,30,60,10,60
RUN-000281,30,80,15,45
RUN-000282,30,60,20,30
RUN-000283,50,60,15,30
RUN-000284,30,80,10,30
RUN-000285,40,60,15,45
RUN-000286,40,80,10,60
RUN-000287,40,80,20,45
RUN-000288,50,80,10,60
RUN-000289,30,80,10,60
RUN-000290,30,80,10,60
RUN-000291,50,60,10,60
RUN-000292,40,80,10,45
RUN-000293,40,60,15,60
RUN-000294,30,60,20,30
RUN-000295,40,60,15,30
RUN-000296,40,60,15,45
RUN-000297,50,60,10,30
RUN-000298,30,60,15,30
RUN-000299,30,60,15,45
RUN-000300,50,80,10,30
RUN-000301,50,80,15,30
RUN-000302,50,80,15,45
RUN-000303,50,80,10,45
RUN-000304,30,80,10,60
RUN-000305,50,60,10,30
RUN-000306,40,80,10,30
RUN-000307,40,60,10,60
RUN-000308,30,80,10,30
RUN-000309,40,80,15,30
RUN-000310,30,60,20,30
RUN-000311,40,80,10,60
RUN-000312,40,60,10,60
RUN-000313,50,80,20,45
RUN-000314,50,80,10,60
RUN-000315,30,80,10,30
RUN-000316,30,60,10,60
RUN-000317,40,80,10,45
RUN-000318,50,80,15,60
RUN-000319,40,80,15,45
RUN-000320,40,80,20,60
RUN-000321,40,60,20,45
RUN-000322,50,80,20,45
RUN-000323,30,60,20,60
RUN-000324,50,80,15,60
RUN-000325,30,60,20,30
RUN-000326,50,80,10,30
RUN-000327,50,80,10,45
RUN-000328,50,60,10,30
RUN-000329,30,80,20,60
RUN-000330,40,80,15,30
RUN-000331,50,80,20,60
RUN-000332,30,60,15,60
RUN-000333,30,60,10,60
RUN-000334,50,60,10,60
RUN-000335,30,80,20,45
RUN-000336,30,80,10,45
RUN-000337,40,60,10,60
RUN-000338,30,60,20,30
RUN-000339,50,80,20,60
RUN-000340,40,60,15,45
RUN-000341,50,80,20,45
RUN-000342,30,60,15,30
RUN-000343,50,60,10,60
RUN-000344,30,60,20,30
RUN-000345,50,60,15,30
RUN-000346,50,60,15,45
RUN-000347,50,80,10,60
RUN-000348,40,60,20,30
RUN-000349,50,80,15,60
RUN-000350,50,60,20,45
RUN-000351,30,80,10,45
RUN-000352,30,60,20,45
RUN-000353,40,60,10,30
RUN-000354,40,60,15,30
RUN-000355,30,80,20,30
RUN-000356,40,60,10,30
RUN-000357,50,60,15,60
RUN-000358,40,60,10,60
RUN-000359,30,60,20,60
RUN-000360,50,60,20,60
RUN-000361,30,80,20,30
RUN-000362,30,60,20,60
RUN-000363,30,60,15,60
RUN-000364,50,80,20,30
RUN-000365,30,60,10,30
RUN-000366,40,60,20,45
RUN-000367,50,80,20,60
RUN-000368,40,60,20,45
RUN-000369,50,80,15,30
RUN-000370,30,80,20,45
RUN-000371,30,80,15,60
RUN-000372,40,80,15,30
RUN-000373,50,60,10,30
RUN-000374,40,60,20,45
RUN-000375,50,80,15,45
RUN-000376,40,60,10,60
RUN-000377,40,60,15,30
RUN-000378,40,60,10,45
RUN-000379,30,80,15,30
RUN-000380,30,80,20,45
RUN-000381,40,80,20,60
RUN-000382,40,60,10,30
RUN-000383,40,80,15,30
RUN-000384,40,80,20,60
RUN-000385,50,80,10,60
RUN-000386,30,80,20,45
RUN-000387,40,60,10,60
RUN-000388,50,80,15,30
RUN-000389,30,60,15,45
RUN-000390,40,60,10,30
RUN-000391,50,80,15,45
RUN-000392,40,80,20,45
RUN-000393,50,60,10,30
RUN-000394,50,60,15,30
RUN-000395,50,80,20,45
RUN-000396,50,60,15,45
RUN-000397,30,80,15,30
RUN-000398,40,60,15,60
RUN-000399,40,60,10,45
RUN-000400,30,80,10,45
RUN-000401,30,80,15,30
RUN-000402,50,80,20,45
RUN-000403,30,80,10,45
RUN-000404,50,80,20,30
RUN-000405,50,60,15,30
RUN-000406,50,60,15,30
RUN-000407,50,80,15,45
RUN-000408,50,80,15,60
RUN-000409,50,60,10,30
RUN-000410,40,60,10,30
RUN-000411,40,80,20,45
RUN-000412,50,60,10,60
RUN-000413,50,60,10,60
RUN-000414,50,80,15,45
RUN-000415,30,80,15,30
RUN-000416,30,80,20,45
RUN-000417,50,80,15,45
RUN-000418,40,60,15,30
RUN-000419,40,80,20,30
RUN-000420,40,60,20,30
RUN-000421,30,60,15,30
RUN-000422,40,80,15,60
RUN-000423,40,80,10,45
RUN-000424,40,80,20,30
RUN-000425,40,80,20,60
RUN-000426,40,60,20,45
RUN-000427,30,60,20,60
RUN-000428,30,60,20,45
RUN-000429,50,80,10,30
RUN-000430,30,60,20,60
RUN-000431,40,60,10,30
RUN-000432,30,60,10,45
RUN-000433,30,80,20,60
RUN-000434,50,60,20,60
RUN-000435,40,80,20,30
RUN-000436,40,60,20,45
RUN-000437,50,80,15,30
RUN-000438,50,60,15,30
RUN-000439,40,80,15,45
RUN-000440,30,80,20,60
RUN-000441,50,60,10,45
RUN-000442,40,60,20,30
RUN-000443,40,80,15,60
RUN-000444,30,60,10,60
RUN-000445,40,80,15,60
RUN-000446,30,60,15,30
RUN-000447,50,80,15,60
RUN-000448,50,60,10,30
RUN-000449,40,60,10,30
RUN-000450,50,80,10,60
RUN-000451,30,80,15,60
RUN-000452,40,60,15,60
RUN-000453,40,80,15,45
RUN-000454,30,80,10,30
RUN-000455,50,60,20,60
RUN-000456,50,80,10,45
RUN-000457,50,60,15,45
RUN-000458,50,60,10,45
RUN-000459,50,60,15,60
RUN-000460,50,80,20,30
RUN-000461,50,60,10,30
RUN-000462,30,60,20,45
RUN-000463,50,80,15,45
RUN-000464,40,80,10,45
RUN-000465,40,80,20,60
RUN-000466,50,60,10,45
RUN-000467,50,60,10,60
RUN-000468,40,80,10,45
RUN-000469,50,60,10,45
RUN-000470,40,80,10,30
RUN-000471,30,80,10,45
RUN-000472,50,80,15,30
RUN-000473,30,80,20,60
RUN-000474,30,60,15,45
RUN-000475,30,80,15,60
RUN-000476,50,60,20,45
RUN-000477,50,60,10,30
RUN-000478,40,60,15,30
RUN-000479,30,80,10,45
RUN-000480,40,60,20,60
RUN-000481,40,60,10,45
RUN-000482,50,60,15,60
RUN-000483,30,80,15,60
RUN-000484,40,80,20,60
RUN-000485,40,60,15,60
RUN-000486,40,80,15,30
RUN-000487,50,60,10,45
RUN-000488,30,80,15,45
RUN-000489,40,80,15,60
RUN-000490,40,60,20,45
RUN-000491,50,60,15,45
RUN-000492,40,80,15,60
RUN-000493,40,60,20,60
RUN-000494,50,60,15,45
RUN-000495,40,80,15,45
RUN-000496,40,80,10,30
RUN-000497,50,80,20,45
RUN-000498,30,80,15,30
RUN-000499,30,60,10,60
RUN-000500,30,80,20,60
RUN-000501,50,80,10,30
RUN-000502,40,60,10,60
RUN-000503,30,60,10,45
RUN-000504,40,80,20,30
RUN-000505,40,60,10,45
RUN-000506,30,60,10,60
RUN-000507,40,60,10,45
RUN-000508,40,60,20,45
RUN-000509,50,80,10,30
RUN-000510,40,60,10,45
RUN-000511,40,60,10,30
RUN-000512,40,80,15,45
RUN-000513,30,80,15,45
RUN-000514,40,80,20,30
RUN-000515,40,80,15,30
RUN-000516,40,80,15,30
RUN-000517,30,60,15,45
RUN-000518,40,80,10,45
RUN-000519,40,60,15,30
RUN-000520,40,80,20,60
RUN-000521,30,80,15,30
RUN-000522,50,80,10,30
RUN-000523,40,80,10,30
RUN-000524,40,60,15,60
RUN-000525,40,80,15,45
RUN-000526,40,80,20,60
RUN-000527,50,60,15,30
RUN-000528,40,60,15,45
RUN-000529,30,60,15,45
RUN-000530,50,60,20,30
RUN-000531,30,80,20,30
RUN-000532,50,80,20,30
RUN-000533,30,60,20,45
RUN-000534,30,80,20,30
RUN-000535,30,60,15,60
RUN-000536,50,80,15,60
RUN-000537,30,60,15,30
RUN-000538,50,60,10,45
RUN-000539,50,60,15,30
RUN-000540,50,80,20,45
RUN-000541,40,80,20,30
RUN-000542,40,60,20,45
RUN-000543,40,60,20,45
RUN-000544,50,80,10,60
RUN-000545,40,80,15,30
RUN-000546,50,60,10,30
RUN-000547,30,60,10,45
RUN-000548,50,80,20,45
RUN-000549,50,60,20,60
RUN-000550,40,80,15,60
RUN-000551,40,60,10,45
RUN-000552,30,80,10,30
RUN-000553,50,60,15,60
RUN-000554,50,80,20,45
RUN-000555,30,60,15,30
RUN-000556,30,80,10,30
RUN-000557,40,60,10,45
RUN-000558,30,80,20,30
RUN-000559,50,60,20,45
RUN-000560,50,80,10,60
RUN-000561,50,60,10,45
RUN-000562,30,80,15,60
RUN-000563,30,80,15,30
RUN-000564,50,60,15,45
RUN-000565,40,80,20,45
RUN-000566,40,60,15,30
RUN-000567,40,60,20,45
RUN-000568,50,60,10,30
RUN-000569,40,80,10,45
RUN-000570,50,80,20,30
RUN-000571,30,60,20,45
RUN-000572,30,80,10,60
RUN-000573,30,80,15,60
RUN-000574,40,80,20,45
RUN-000575,30,60,15,45
RUN-000576,50,80,15,45
RUN-000577,30,80,20,60
RUN-000578,50,60,20,45
RUN-000579,40,80,15,45
RUN-000580,40,80,10,30
RUN-000581,50,80,15,30
RUN-000582,30,80,20,45
RUN-000583,50,60,15,30
RUN-000584,40,60,15,30
RUN-000585,50,80,10,60
RUN-000586,50,80,20,60
RUN-000587,30,60,15,60
RUN-000588,50,80,20,60
RUN-000589,30,80,10,30
RUN-000590,50,60,20,60
RUN-000591,50,60,15,45
RUN-000592,30,60,15,30
RUN-000593,50,80,15,30
RUN-000594,30,80,10,30
RUN-000595,40,80,10,60
RUN-000596,50,80,20,60
RUN-000597,30,80,20,30
RUN-000598,40,80,10,30
RUN-000599,40,60,15,60
RUN-000600,50,60,15,45
RUN-000601,40,80,20,30
RUN-000602,30,60,15,30
RUN-000603,30,60,10,30
RUN-000604,30,60,20,45
RUN-000605,50,80,20,60
RUN-000606,50,60,10,45
RUN-000607,50,80,20,45
RUN-000608,40,60,10,45
RUN-000609,50,80,20,30
RUN-000610,40,60,20,60
RUN-000611,30,60,10,45
RUN-000612,50,60,10,60
RUN-000613,30,80,10,60
RUN-000614,40,60,10,45
RUN-000615,40,80,15,60
RUN-000616,50,60,20,30
RUN-000617,50,80,10,45
RUN-000618,30,60,10,60
RUN-000619,40,60,20,30
RUN-000620,50,80,15,45
RUN-000621,40,60,20,60
RUN-000622,30,80,15,45
RUN-000623,40,80,20,45
RUN-000624,40,60,20,45
RUN-000625,30,60,20,30
RUN-000626,30,60,10,45
RUN-000627,30,60,10,45
RUN-000628,30,60,20,30
RUN-000629,50,80,10,45
RUN-000630,50,60,15,30
RUN-000631,50,60,15,30
RUN-000632,30,60,15,45
RUN-000633,30,80,15,45
RUN-000634,40,60,20,45
RUN-000635,40,80,15,45
RUN-000636,40,80,10,30
RUN-000637,50,60,20,60
RUN-000638,40,80,15,60
RUN-000639,40,60,10,30
RUN-000640,40,60,20,30
RUN-000641,30,80,15,30
RUN-000642,50,80,15,45
RUN-000643,40,60,15,45
RUN-000644,30,80,10,45
RUN-000645,30,60,10,30
RUN-000646,30,60,20,60
RUN-000647,30,80,15,30
RUN-000648,30,80,15,45
RUN-000649,30,80,10,60
RUN-000650,30,60,20,45
RUN-000651,50,80,15,30
RUN-000652,50,80,10,30
RUN-000653,50,80,15,30
RUN-000654,50,60,15,45
RUN-000655,40,80,10,30
RUN-000656,30,80,10,30
RUN-000657,30,80,20,30
RUN-000658,50,60,10,45
RUN-000659,30,60,10,30
RUN-000660,30,60,10,45
RUN-000661,50,80,10,60
RUN-000662,50,60,20,45
RUN-000663,30,80,20,30
RUN-000664,40,80,15,60
RUN-000665,30,80,15,45
RUN-000666,50,80,15,45
RUN-000667,40,60,20,60
RUN-000668,40,60,15,45
RUN-000669,50,80,20,30
RUN-000670,50,80,10,60
RUN-000671,40,80,20,60
RUN-000672,30,80,20,45
RUN-000673,40,80,20,45
RUN-000674,30,80,15,60
RUN-000675,30,80,15,60
RUN-000676,30,60,15,60
RUN-000677,30,80,10,45
RUN-000678,50,80,15,45
RUN-000679,40,80,20,30
RUN-000680,30,60,10,60
RUN-000681,40,80,10,60
RUN-000682,40,60,15,45
RUN-000683,50,80,15,45
RUN-000684,40,60,10,60
RUN-000685,30,60,15,45
RUN-000686,30,80,15,30
RUN-000687,50,80,20,30
RUN-000688,40,80,10,45
RUN-000689,40,80,15,45
RUN-000690,40,80,15,30
RUN-000691,50,80,20,45
RUN-000692,30,60,20,45
RUN-000693,30,80,20,45
RUN-000694,30,80,15,60
RUN-000695,30,80,20,45
RUN-000696,40,80,20,45
RUN-000697,50,60,15,60
RUN-000698,50,80,20,60
RUN-000699,40,60,20,60
RUN-000700,30,60,10,45
RUN-000701,30,80,20,30
RUN-000702,30,60,20,30
RUN-000703,50,80,20,30
RUN-000704,30,60,15,45
RUN-000705,50,60,10,45
RUN-000706,50,80,10,60
RUN-000707,50,60,10,45
RUN-000708,50,80,20,30
RUN-000709,50,80,15,30
RUN-000710,30,80,15,60
RUN-000711,50,60,15,60
RUN-000712,30,80,10,30
RUN-000713,50,60,15,45
RUN-000714,50,80,10,30
RUN-000715,40,80,20,30
RUN-000716,30,60,15,60
RUN-000717,30,60,10,45
RUN-000718,50,60,20,45
RUN-000719,40,60,10,45
RUN-000720,40,80,10,30
RUN-000721,50,60,20,45
RUN-000722,40,80,15,30
RUN-000723,30,60,20,30
RUN-000724,50,60,15,45
RUN-000725,50,80,15,45
RUN-000726,40,60,10,60
RUN-000727,30,80,15,45
RUN-000728,30,80,20,45
RUN-000729,50,80,20,60
RUN-000730,50,60,20,60
RUN-000731,50,80,20,30
RUN-000732,40,60,10,45
RUN-000733,50,80,20,45
RUN-000734,30,80,10,60
RUN-000735,40,80,20,30
RUN-000736,50,60,20,60
RUN-000737,50,60,20,30
RUN-000738,50,80,20,60
RUN-000739,50,80,20,30
RUN-000740,50,60,15,30
RUN-000741,40,80,20,30
RUN-000742,40,80,15,30
RUN-000743,40,80,20,60
RUN-000744,30,60,10,30
RUN-000745,40,60,15,60
RUN-000746,40,80,20,45
RUN-000747,40,60,20,60
RUN-000748,30,60,10,60
RUN-000749,30,80,20,30
RUN-000750,40,60,10,30
RUN-000751,50,60,15,45
RUN-000752,30,60,15,60
RUN-000753,40,60,15,60
RUN-000754,30,60,20,30
RUN-000755,30,60,15,45
RUN-000756,50,60,10,45
RUN-000757,50,80,20,45
RUN-000758,50,60,20,60
RUN-000759,40,60,10,30
RUN-000760,50,80,10,45
RUN-000761,40,60,15,60
RUN-000762,40,60,15,60
RUN-000763,30,80,20,60
RUN-000764,40,80,15,60
RUN-000765,50,80,15,30
RUN-000766,30,80,20,60
RUN-000767,50,60,20,30
RUN-000768,30,60,10,60
RUN-000769,50,80,20,45
RUN-000770,50,80,20,30
RUN-000771,40,80,15,30
RUN-000772,30,80,10,30
RUN-000773,50,60,15,30
RUN-000774,30,60,10,45
RUN-000775,30,60,15,60
RUN-000776,50,60,15,30
RUN-000777,40,60,20,30
RUN-000778,40,80,10,45
RUN-000779,40,60,20,30
RUN-000780,40,60,20,30
RUN-000781,30,60,10,30
RUN-000782,40,80,15,45
RUN-000783,30,60,15,45
RUN-000784,30,60,10,30
RUN-000785,30,80,10,45
RUN-000786,40,60,10,60
RUN-000787,50,80,10,30
RUN-000788,30,80,15,45
RUN-000789,30,80,15,45
RUN-000790,50,80,15,45
RUN-000791,50,60,20,30
RUN-000792,50,80,20,45
RUN-000793,40,80,10,60
RUN-000794,40,60,20,60
RUN-000795,40,80,15,45
RUN-000796,40,60,15,60
RUN-000797,40,60,20,60
RUN-000798,30,80,20,45
RUN-000799,30,80,10,60
RUN-000800,40,60,20,45
RUN-000801,30,60,20,30
RUN-000802,50,60,20,30
RUN-000803,50,60,10,60
RUN-000804,50,60,10,45
RUN-000805,50,60,20,45
RUN-000806,40,80,15,30
RUN-000807,30,80,10,45
RUN-000808,40,60,20,45
RUN-000809,50,80,10,45
RUN-000810,40,60,10,45
RUN-000811,30,60,15,30
RUN-000812,30,80,15,60
RUN-000813,50,80,20,45
RUN-000814,50,80,20,30
RUN-000815,50,60,15,60
RUN-000816,40,80,20,30
RUN-000817,30,80,10,45
RUN-000818,50,80,20,45
RUN-000819,30,80,15,30
RUN-000820,50,80,15,45
RUN-000821,30,80,15,60
RUN-000822,30,80,20,60
RUN-000823,40,60,20,45
RUN-000824,30,60,15,60
RUN-000825,40,80,15,60
RUN-000826,40,60,10,60
RUN-000827,50,60,10,30
RUN-000828,40,80,10,45
RUN-000829,40,60,15,60
RUN-000830,40,80,10,45
RUN-000831,50,80,15,45
RUN-000832,30,60,20,60
RUN-000833,50,60,10,30
RUN-000834,40,60,20,60
RUN-000835,40,60,10,45
RUN-000836,40,60,20,30
RUN-000837,30,60,10,30
RUN-000838,40,60,10,45
RUN-000839,40,80,10,30
RUN-000840,40,80,15,60
RUN-000841,50,80,10,60
RUN-000842,40,60,20,30
RUN-000843,40,60,15,45
RUN-000844,30,80,20,30
RUN-000845,40,80,15,60
RUN-000846,30,60,10,60
RUN-000847,40,80,10,60
RUN-000848,50,60,15,45
RUN-000849,30,60,20,30
RUN-000850,30,80,15,30
RUN-000851,40,80,20,30
RUN-000852,40,80,15,30
RUN-000853,40,60,10,30
RUN-000854,50,60,20,60
RUN-000855,30,80,20,60
RUN-000856,30,60,20,60
RUN-000857,30,80,15,45
RUN-000858,30,80,10,60
RUN-000859,40,80,10,45
RUN-000860,50,80,20,60
RUN-000861,40,80,20,45
RUN-000862,30,60,15,30
RUN-000863,50,60,15,60
RUN-000864,40,80,15,60
RUN-000865,40,60,20,60
RUN-000866,50,60,20,45
RUN-000867,40,80,20,45
RUN-000868,50,80,20,45
RUN-000869,40,80,15,60
RUN-000870,30,80,15,30
RUN-000871,30,80,20,60
RUN-000872,50,60,20,60
RUN-000873,50,80,15,45
RUN-000874,40,80,20,30
RUN-000875,50,60,15,45
RUN-000876,40,80,10,30
RUN-000877,40,60,20,45
RUN-000878,40,80,20,60
RUN-000879,30,80,10,30
RUN-000880,50,80,10,45
RUN-000881,30,80,10,30
RUN-000882,30,60,20,45
RUN-000883,50,60,10,30
RUN-000884,40,80,20,30
RUN-000885,30,80,15,30
RUN-000886,30,60,20,60
RUN-000887,40,80,10,45
RUN-000888,50,60,20,45
RUN-000889,30,60,10,45
RUN-000890,40,80,20,30
RUN-000891,40,80,15,30
RUN-000892,40,60,15,60
RUN-000893,30,60,20,45
RUN-000894,50,60,20,45
RUN-000895,30,80,20,45
RUN-000896,50,60,20,45
RUN-000897,30,60,10,45
RUN-000898,50,60,10,60
RUN-000899,30,80,20,60
RUN-000900,50,60,10,45
RUN-000901,50,60,15,60
RUN-000902,40,80,15,45
RUN-000903,50,60,15,45
RUN-000904,40,80,10,60
RUN-000905,40,80,20,60
RUN-000906,30,80,15,60
RUN-000907,50,80,20,30
RUN-000908,30,60,20,30
RUN-000909,50,80,10,60
RUN-000910,30,80,10,60
RUN-000911,50,80,20,60
RUN-000912,40,80,10,30
RUN-000913,50,80,10,30
RUN-000914,30,80,20,60
RUN-000915,40,80,15,45
RUN-000916,50,80,15,45
RUN-000917,40,60,20,60
RUN-000918,50,60,15,60
RUN-000919,40,60,15,30
RUN-000920,30,80,20,30
RUN-000921,40,60,15,60
RUN-000922,50,60,15,45
RUN-000923,30,80,20,45
RUN-000924,30,80,20,60
RUN-000925,50,80,10,60
RUN-000926,40,80,20,30
RUN-000927,50,80,10,45
