run_id,grid_x,grid_y,pattern_density_pct
RUN-000009,0,2,26.232
RUN-000009,0,3,41.143
RUN-000009,0,4,47.149
RUN-000009,1,0,51.715
RUN-000009,1,1,31.306
RUN-000009,1,2,26.358
RUN-000009,1,3,43.771
RUN-000009,1,4,33.707
RUN-000009,2,0,28.033
RUN-000009,2,1,45.623
RUN-000009,2,2,48.598
RUN-000009,2,3,44.716
RUN-000009,2,4,12.499
RUN-000009,3,0,34.229
RUN-000009,3,1,49.702
RUN-000009,3,2,27.394
RUN-000009,3,3,30.663
RUN-000009,3,4,46.488
RUN-000009,4,0,31.016
RUN-000009,4,1,38.539
RUN-000009,4,2,43.92
RUN-000009,4,3,30.245
RUN-000009,4,4,29.637
RUN-000010,0,0,39.595
RUN-000010,0,1,36.18
RUN-000010,0,2,34.384
RUN-000010,0,3,46.403
RUN-000010,0,4,45.199
RUN-000010,1,0,27.969
RUN-000010,1,1,18.485
RUN-000010,1,2,31.583
RUN-000010,1,3,46.865
RUN-000010,1,4,40.129
RUN-000010,2,0,15.035
RUN-000010,2,1,33.001
RUN-000010,2,2,5.0
RUN-000010,2,3,16.368
RUN-000010,2,4,33.506
RUN-000010,3,0,13.206
RUN-000010,3,1,31.366
RUN-000010,3,2,26.764
RUN-000010,3,3,26.503
RUN-000010,3,4,31.661
RUN-000010,4,0,12.733
RUN-000010,4,1,29.353
RUN-000010,4,2,34.251
RUN-000010,4,3,14.339
RUN-000010,4,4,43.806
RUN-000011,0,0,30.007
RUN-000011,0,1,13.531
RUN-000011,0,2,57.02
RUN-000011,0,3,28.59
RUN-000011,0,4,42.712
RUN-000011,1,0,23.671
RUN-000011,1,1,21.818
RUN-000011,1,2,25.343
RUN-000011,1,3,25.85
RUN-000011,1,4,30.055
RUN-000011,2,0,24.419
RUN-000011,2,1,25.36
RUN-000011,2,2,25.843
RUN-000011,2,3,5.0
RUN-000011,2,4,17.453
RUN-000011,3,0,39.853
RUN-000011,3,1,35.991
RUN-000011,3,2,35.886
RUN-000011,3,3,31.232
RUN-000011,3,4,27.419
RUN-000011,4,0,40.262
RUN-000011,4,1,41.431
RUN-000011,4,2,23.178
RUN-000011,4,3,28.176
RUN-000011,4,4,9.089
RUN-000012,0,0,52.071
RUN-000012,0,1,38.813
RUN-000012,0,2,39.205
RUN-000012,0,3,58.488
RUN-000012,0,4,59.994
RUN-000012,1,0,45.299
RUN-000012,1,1,39.487
RUN-000012,1,2,26.285
RUN-000012,1,3,50.1
RUN-000012,1,4,48.022
RUN-000012,2,0,47.482
RUN-000012,2,1,51.68
RUN-000012,2,2,46.718
RUN-000012,2,3,45.745
RUN-000012,2,4,32.505
RUN-000012,3,0,35.375
RUN-000012,3,1,16.528
RUN-000012,3,2,32.755
RUN-000012,3,3,43.808
RUN-000012,3,4,25.999
RUN-000012,4,0,37.976
RUN-000012,4,1,40.305
RUN-000012,4,2,36.43
RUN-000012,4,3,38.353
RUN-000012,4,4,45.668
RUN-000013,0,0,35.441
RUN-000013,0,1,31.424
RUN-000013,0,2,38.249
RUN-000013,0,3,31.276
RUN-000013,0,4,34.644
RUN-000013,1,0,31.576
RUN-000013,1,1,34.225
RUN-000013,1,2,51.33
RUN-000013,1,3,59.252
RUN-000013,1,4,54.107
RUN-000013,2,0,43.135
RUN-000013,2,1,55.546
RUN-000013,2,2,51.718
RUN-000013,2,3,48.563
RUN-000013,2,4,54.783
RUN-000013,3,0,44.181
RUN-000013,3,1,38.355
RUN-000013,3,2,51.132
RUN-000013,3,3,35.433
RUN-000013,3,4,30.785
RUN-000013,4,0,49.795
RUN-000013,4,1,40.301
RUN-000013,4,2,40.266
RUN-000013,4,3,54.238
RUN-000013,4,4,45.818
RUN-000014,0,0,21.57
RUN-000014,0,1,41.073
RUN-000014,0,2,30.697
RUN-000014,0,3,53.262
RUN-000014,0,4,12.047
RUN-000014,1,0,30.725
RUN-000014,1,1,41.737
RUN-000014,1,2,41.037
RUN-000014,1,3,33.188
RUN-000014,1,4,27.595
RUN-000014,2,0,51.056
RUN-000014,2,1,21.521
RUN-000014,2,2,21.96
RUN-000014,2,3,29.031
RUN-000014,2,4,27.437
RUN-000014,3,0,26.48
RUN-000014,3,1,27.385
RUN-000014,3,2,40.897
RUN-000014,3,3,35.747
RUN-000014,3,4,14.077
RUN-000014,4,0,25.45
RUN-000014,4,1,24.981
RUN-000014,4,2,31.017
RUN-000014,4,3,26.629
RUN-000014,4,4,29.27
RUN-000015,0,0,38.952
RUN-000015,0,1,15.853
RUN-000015,0,2,25.473
RUN-000015,0,3,33.394
RUN-000015,0,4,44.782
RUN-000015,1,0,30.75
RUN-000015,1,1,44.74
RUN-000015,1,2,22.129
RUN-000015,1,3,25.741
RUN-000015,1,4,43.402
RUN-000015,2,0,54.834
RUN-000015,2,1,29.233
RUN-000015,2,2,34.712
RUN-000015,2,3,15.413
RUN-000015,2,4,23.254
RUN-000015,3,0,26.35
RUN-000015,3,1,31.591
RUN-000015,3,2,29.026
RUN-000015,3,3,14.542
RUN-000015,3,4,30.095
RUN-000015,4,0,13.928
RUN-000015,4,1,24.575
RUN-000015,4,2,34.35
RUN-000015,4,3,60.267
RUN-000015,4,4,21.846
RUN-000016,0,0,35.368
RUN-000016,0,1,24.873
RUN-000016,0,2,37.396
RUN-000016,0,3,32.489
RUN-000016,0,4,25.515
RUN-000016,1,0,20.24
RUN-000016,1,1,22.88
RUN-000016,1,2,13.078
RUN-000016,1,3,41.987
RUN-000016,1,4,13.182
RUN-000016,2,0,33.12
RUN-000016,2,1,31.002
RUN-000016,2,2,34.587
RUN-000016,2,3,39.778
RUN-000016,2,4,28.906
RUN-000016,3,0,51.329
RUN-000016,3,1,28.345
RUN-000016,3,2,28.209
RUN-000016,3,3,22.503
RUN-000016,3,4,48.448
RUN-000016,4,0,45.357
RUN-000016,4,1,41.997
RUN-000016,4,2,30.371
RUN-000016,4,3,29.414
RUN-000016,4,4,12.88
RUN-000017,0,0,23.805
RUN-000017,0,1,57.184
RUN-000017,0,2,37.912
RUN-000017,0,3,36.721
RUN-000017,0,4,32.562
RUN-000017,1,0,46.903
RUN-000017,1,1,41.715
RUN-000017,1,2,43.455
RUN-000017,1,3,38.412
RUN-000017,1,4,30.959
RUN-000017,2,0,29.398
RUN-000017,2,1,59.455
RUN-000017,2,2,52.186
RUN-000017,2,3,51.377
RUN-000017,2,4,48.297
RUN-000017,3,0,40.463
RUN-000017,3,1,45.607
RUN-000017,3,2,49.05
RUN-000017,3,3,53.459
RUN-000017,3,4,30.705
RUN-000017,4,0,36.617
RUN-000017,4,1,54.254
RUN-000017,4,2,45.31
RUN-000017,4,3,34.071
RUN-000017,4,4,48.176
RUN-000018,0,0,35.319
RUN-000018,0,1,40.19
RUN-000018,0,2,28.448
RUN-000018,0,3,19.74
RUN-000018,0,4,18.64
RUN-000018,1,0,43.747
RUN-000018,1,1,39.16
RUN-000018,1,2,27.855
RUN-000018,1,3,31.698
RUN-000018,1,4,31.943
RUN-000018,2,0,30.085
RUN-000018,2,1,36.312
RUN-000018,2,2,26.319
RUN-000018,2,3,15.781
RUN-000018,2,4,22.993
RUN-000018,3,0,36.903
RUN-000018,3,1,49.571
RUN-000018,3,2,10.112
RUN-000018,3,3,36.207
RUN-000018,3,4,24.258
RUN-000018,4,0,40.045
RUN-000018,4,1,24.603
RUN-000018,4,2,43.749
RUN-000018,4,3,22.146
RUN-000018,4,4,31.718
RUN-000019,0,0,43.094
RUN-000019,0,1,44.172
RUN-000019,0,2,45.132
RUN-000019,0,3,42.275
RUN-000019,0,4,43.22
RUN-000019,1,0,24.11
RUN-000019,1,1,40.802
RUN-000019,1,2,38.139
RUN-000019,1,3,38.75
RUN-000019,1,4,43.547
RUN-000019,2,0,26.329
RUN-000019,2,1,42.296
RUN-000019,2,2,27.997
RUN-000019,2,3,48.914
RUN-000019,2,4,45.113
RUN-000019,3,0,25.644
RUN-000019,3,1,39.432
RUN-000019,3,2,45.743
RUN-000019,3,3,42.202
RUN-000019,3,4,50.359
RUN-000019,4,0,52.889
RUN-000019,4,1,28.789
RUN-000019,4,2,35.742
RUN-000019,4,3,31.163
RUN-000019,4,4,33.84
RUN-000020,0,0,30.025
RUN-000020,0,1,35.329
RUN-000020,0,2,27.126
RUN-000020,0,3,53.807
RUN-000020,0,4,18.913
RUN-000020,1,0,24.555
RUN-000020,1,1,25.355
RUN-000020,1,2,33.614
RUN-000020,1,3,35.954
RUN-000020,1,4,33.97
RUN-000020,2,0,28.631
RUN-000020,2,1,22.156
RUN-000020,2,2,21.716
RUN-000020,2,3,46.409
RUN-000020,2,4,32.376
RUN-000020,3,0,49.574
RUN-000020,3,1,29.77
RUN-000020,3,2,5.0
RUN-000020,3,3,26.523
RUN-000020,3,4,29.896
RUN-000020,4,0,31.722
RUN-000020,4,1,55.039
RUN-000020,4,2,22.102
RUN-000020,4,3,6.432
RUN-000020,4,4,24.698
RUN-000021,0,0,37.502
RUN-000021,0,1,34.069
RUN-000021,0,2,19.834
RUN-000021,0,3,32.685
RUN-000021,0,4,46.088
RUN-000021,1,0,24.052
RUN-000021,1,1,40.491
RUN-000021,1,2,50.556
RUN-000021,1,3,36.672
RUN-000021,1,4,39.391
RUN-000021,2,0,23.642
RUN-000021,2,1,22.9
RUN-000021,2,2,19.978
RUN-000021,2,3,50.012
RUN-000021,2,4,38.001
RUN-000021,3,0,28.752
RUN-000021,3,1,34.351
RUN-000021,3,2,17.207
RUN-000021,3,3,22.229
RUN-000021,3,4,24.101
RUN-000021,4,0,17.25
RUN-000021,4,1,23.709
RUN-000021,4,2,32.147
RUN-000021,4,3,24.216
RUN-000021,4,4,41.259
RUN-000022,0,0,25.48
RUN-000022,0,1,32.555
RUN-000022,0,2,54.33
RUN-000022,0,3,24.806
RUN-000022,0,4,28.903
RUN-000022,1,0,19.285
RUN-000022,1,1,16.944
RUN-000022,1,2,37.028
RUN-000022,1,3,34.703
RUN-000022,1,4,44.657
RUN-000022,2,0,28.046
RUN-000022,2,1,24.118
RUN-000022,2,2,19.875
RUN-000022,2,3,7.286
RUN-000022,2,4,17.385
RUN-000022,3,0,25.656
RUN-000022,3,1,29.999
RUN-000022,3,2,29.062
RUN-000022,3,3,35.531
RUN-000022,3,4,32.727
RUN-000022,4,0,36.022
RUN-000022,4,1,37.394
RUN-000022,4,2,31.81
RUN-000022,4,3,25.236
RUN-000022,4,4,37.939
RUN-000023,0,0,47.071
RUN-000023,0,1,6.128
RUN-000023,0,2,42.218
RUN-000023,0,3,36.561
RUN-000023,0,4,37.067
RUN-000023,1,0,16.35
RUN-000023,1,1,27.393
RUN-000023,1,2,20.414
RUN-000023,1,3,21.647
RUN-000023,1,4,21.64
RUN-000023,2,0,39.312
RUN-000023,2,1,37.368
RUN-000023,2,2,38.24
RUN-000023,2,3,37.869
RUN-000023,2,4,21.132
RUN-000023,3,0,29.318
RUN-000023,3,1,29.367
RUN-000023,3,2,20.073
RUN-000023,3,3,24.946
RUN-000023,3,4,40.412
RUN-000023,4,0,36.065
RUN-000023,4,1,42.553
RUN-000023,4,2,30.54
RUN-000023,4,3,24.193
RUN-000023,4,4,31.086
RUN-000024,0,0,17.442
RUN-000024,0,1,33.575
RUN-000024,0,2,27.064
RUN-000024,0,3,35.691
RUN-000024,0,4,46.601
RUN-000024,1,0,45.957
RUN-000024,1,1,34.453
RUN-000024,1,2,43.025
RUN-000024,1,3,40.704
RUN-000024,1,4,44.648
RUN-000024,2,0,14.979
RUN-000024,2,1,39.464
RUN-000024,2,2,50.999
RUN-000024,2,3,49.57
RUN-000024,2,4,38.812
RUN-000024,3,0,31.489
RUN-000024,3,1,25.541
RUN-000024,3,2,18.061
RUN-000024,3,3,37.379
RUN-000024,3,4,17.178
RUN-000024,4,0,34.357
RUN-000024,4,1,30.876
RUN-000024,4,2,9.689
RUN-000024,4,3,43.958
RUN-000024,4,4,29.916
RUN-000025,0,0,36.436
RUN-000025,0,1,29.391
RUN-000025,0,2,45.118
RUN-000025,0,3,30.066
RUN-000025,0,4,24.889
RUN-000025,1,0,29.741
RUN-000025,1,1,35.106
RUN-000025,1,2,35.443
RUN-000025,1,3,32.759
RUN-000025,1,4,50.47
RUN-000025,2,0,32.445
RUN-000025,2,1,32.313
RUN-000025,2,2,28.375
RUN-000025,2,3,35.656
RUN-000025,2,4,24.435
RUN-000025,3,0,17.615
RUN-000025,3,1,21.512
RUN-000025,3,2,19.742
RUN-000025,3,3,33.88
RUN-000025,3,4,17.083
RUN-000025,4,0,20.882
RUN-000025,4,1,27.634
RUN-000025,4,2,22.866
RUN-000025,4,3,26.298
RUN-000025,4,4,13.613
RUN-000026,0,0,41.819
RUN-000026,0,1,36.892
RUN-000026,0,2,36.499
RUN-000026,0,3,53.828
RUN-000026,0,4,43.737
RUN-000026,1,0,34.055
RUN-000026,1,1,17.592
RUN-000026,1,2,36.19
RUN-000026,1,3,33.719
RUN-000026,1,4,35.927
RUN-000026,2,0,35.719
RUN-000026,2,1,40.976
RUN-000026,2,2,52.752
RUN-000026,2,3,39.525
RUN-000026,2,4,46.871
RUN-000026,3,0,36.448
RUN-000026,3,1,34.725
RUN-000026,3,2,34.608
RUN-000026,3,3,57.287
RUN-000026,3,4,39.604
RUN-000026,4,0,36.767
RUN-000026,4,1,21.332
RUN-000026,4,2,46.678
RUN-000026,4,3,42.29
RUN-000026,4,4,21.679
RUN-000027,0,0,24.347
RUN-000027,0,1,33.357
RUN-000027,0,2,49.71
RUN-000027,0,3,27.989
RUN-000027,0,4,21.337
RUN-000027,1,0,53.423
RUN-000027,1,1,35.463
RUN-000027,1,2,41.706
RUN-000027,1,3,43.04
RUN-000027,1,4,53.334
RUN-000027,2,0,56.141
RUN-000027,2,1,38.932
RUN-000027,2,2,28.464
RUN-000027,2,3,48.051
RUN-000027,2,4,24.326
RUN-000027,3,0,39.443
RUN-000027,3,1,53.705
RUN-000027,3,2,32.299
RUN-000027,3,3,45.453
RUN-000027,3,4,38.473
RUN-000027,4,0,31.474
RUN-000027,4,1,49.556
RUN-000027,4,2,40.607
RUN-000027,4,3,45.052
RUN-000027,4,4,46.185
RUN-000028,0,0,32.765
RUN-000028,0,1,46.747
RUN-000028,0,2,37.195
RUN-000028,0,3,32.774
RUN-000028,0,4,27.965
RUN-000028,1,0,52.262
RUN-000028,1,1,32.273
RUN-000028,1,2,34.849
RUN-000028,1,3,34.695
RUN-000028,1,4,23.207
RUN-000028,2,0,43.318
RUN-000028,2,1,39.864
RUN-000028,2,2,12.318
RUN-000028,2,3,22.486
RUN-000028,2,4,39.149
RUN-000028,3,0,49.419
RUN-000028,3,1,34.577
RUN-000028,3,2,28.759
RUN-000028,3,3,32.562
RUN-000028,3,4,33.455
RUN-000028,4,0,24.323
RUN-000028,4,1,26.567
RUN-000028,4,2,38.724
RUN-000028,4,3,29.037
RUN-000028,4,4,32.445
RUN-000029,0,0,38.354
RUN-000029,0,1,33.09
RUN-000029,0,2,29.348
RUN-000029,0,3,43.728
RUN-000029,0,4,23.677
RUN-000029,1,0,26.628
RUN-000029,1,1,49.854
RUN-000029,1,2,32.805
RUN-000029,1,3,31.081
RUN-000029,1,4,41.516
RUN-000029,2,0,54.256
RUN-000029,2,1,60.424
RUN-000029,2,2,29.254
RUN-000029,2,3,38.324
RUN-000029,2,4,37.213
RUN-000029,3,0,48.287
RUN-000029,3,1,38.787
RUN-000029,3,2,41.308
RUN-000029,3,3,30.465
RUN-000029,3,4,41.81
RUN-000029,4,0,45.638
RUN-000029,4,1,40.945
RUN-000029,4,2,36.592
RUN-000029,4,3,41.876
RUN-000029,4,4,23.477
RUN-000030,0,0,47.577
RUN-000030,0,1,33.348
RUN-000030,0,2,38.488
RUN-000030,0,3,40.998
RUN-000030,0,4,36.528
RUN-000030,1,0,47.244
RUN-000030,1,1,44.612
RUN-000030,1,2,28.257
RUN-000030,1,3,59.081
RUN-000030,1,4,28.101
RUN-000030,2,0,47.501
RUN-000030,2,1,48.315
RUN-000030,2,2,26.086
RUN-000030,2,3,38.359
RUN-000030,2,4,24.547
RUN-000030,3,0,43.394
RUN-000030,3,1,47.019
RUN-000030,3,2,40.815
RUN-000030,3,3,40.312
RUN-000030,3,4,28.271
RUN-000030,4,0,31.755
RUN-000030,4,1,33.248
RUN-000030,4,2,53.582
RUN-000030,4,3,30.09
RUN-000030,4,4,40.853
RUN-000031,0,0,40.306
RUN-000031,0,1,43.752
RUN-000031,0,2,42.577
RUN-000031,0,3,43.661
RUN-000031,0,4,32.962
RUN-000031,1,0,35.204
RUN-000031,1,1,51.886
RUN-000031,1,2,35.998
RUN-000031,1,3,30.375
RUN-000031,1,4,32.433
RUN-000031,2,0,35.894
RUN-000031,2,1,60.601
RUN-000031,2,2,35.344
RUN-000031,2,3,53.703
RUN-000031,2,4,53.28
RUN-000031,3,0,44.066
RUN-000031,3,1,54.045
RUN-000031,3,2,48.72
RUN-000031,3,3,36.775
RUN-000031,3,4,33.74
RUN-000031,4,0,31.855
RUN-000031,4,1,41.617
RUN-000031,4,2,36.925
RUN-000031,4,3,50.88
RUN-000031,4,4,24.321
RUN-000032,0,0,44.696
RUN-000032,0,1,21.083
RUN-000032,0,2,18.783
RUN-000032,0,3,42.092
RUN-000032,0,4,22.831
RUN-000032,1,0,37.257
RUN-000032,1,1,16.09
RUN-000032,1,2,35.839
RUN-000032,1,3,32.557
RUN-000032,1,4,30.361
RUN-000032,2,0,37.63
RUN-000032,2,1,38.425
RUN-000032,2,2,34.021
RUN-000032,2,3,41.178
RUN-000032,2,4,39.432
RUN-000032,3,0,44.884
RUN-000032,3,1,27.375
RUN-000032,3,2,28.445
RUN-000032,3,3,8.97
RUN-000032,3,4,33.699
RUN-000032,4,0,47.232
RUN-000032,4,1,28.282
RUN-000032,4,2,16.117
RUN-000032,4,3,30.568
RUN-000032,4,4,30.181
RUN-000033,0,0,44.581
RUN-000033,0,1,31.599
RUN-000033,0,2,41.691
RUN-000033,0,3,35.576
RUN-000033,0,4,30.877
RUN-000033,1,0,35.668
RUN-000033,1,1,38.955
RUN-000033,1,2,37.265
RUN-000033,1,3,43.755
RUN-000033,1,4,28.612
RUN-000033,2,0,35.87
RUN-000033,2,1,32.422
RUN-000033,2,2,40.689
RUN-000033,2,3,26.936
RUN-000033,2,4,27.821
RUN-000033,3,0,34.161
RUN-000033,3,1,44.356
RUN-000033,3,2,37.527
RUN-000033,3,3,47.121
RUN-000033,3,4,35.185
RUN-000033,4,0,33.963
RUN-000033,4,1,40.57
RUN-000033,4,2,47.795
RUN-000033,4,3,34.407
RUN-000033,4,4,54.986
RUN-000034,0,0,22.71
RUN-000034,0,1,25.454
RUN-000034,0,2,39.771
RUN-000034,0,3,37.641
RUN-000034,0,4,22.17
RUN-000034,1,0,24.829
RUN-000034,1,1,26.059
RUN-000034,1,2,40.334
RUN-000034,1,3,11.58
RUN-000034,1,4,23.771
RUN-000034,2,0,32.198
RUN-000034,2,1,13.353
RUN-000034,2,2,37.889
RUN-000034,2,3,19.002
RUN-000034,2,4,30.067
RUN-000034,3,0,29.549
RUN-000034,3,1,36.435
RUN-000034,3,2,38.311
RUN-000034,3,3,17.368
RUN-000034,3,4,17.563
RUN-000034,4,0,41.831
RUN-000034,4,1,35.532
RUN-000034,4,2,36.101
RUN-000034,4,3,42.702
RUN-000034,4,4,33.805
RUN-000035,0,0,20.673
RUN-000035,0,1,24.687
RUN-000035,0,2,33.499
RUN-000035,0,3,44.124
RUN-000035,0,4,33.978
RUN-000035,1,0,15.857
RUN-000035,1,1,31.28
RUN-000035,1,2,41.4
RUN-000035,1,3,24.075
RUN-000035,1,4,19.202
RUN-000035,2,0,39.411
RUN-000035,2,1,34.114
RUN-000035,2,2,20.405
RUN-000035,2,3,17.648
RUN-000035,2,4,39.729
RUN-000035,3,0,21.286
RUN-000035,3,1,13.831
RUN-000035,3,2,21.83
RUN-000035,3,3,26.833
RUN-000035,3,4,32.126
RUN-000035,4,0,42.675
RUN-000035,4,1,32.036
RUN-000035,4,2,36.595
RUN-000035,4,3,19.867
RUN-000035,4,4,40.041
RUN-000036,0,0,41.4
RUN-000036,0,1,34.558
RUN-000036,0,2,29.395
RUN-000036,0,3,5.0
RUN-000036,0,4,31.107
RUN-000036,1,0,32.195
RUN-000036,1,1,15.366
RUN-000036,1,2,42.051
RUN-000036,1,3,30.385
RUN-000036,1,4,34.997
RUN-000036,2,0,53.127
RUN-000036,2,1,22.01
RUN-000036,2,2,29.009
RUN-000036,2,3,32.176
RUN-000036,2,4,23.978
RUN-000036,3,0,35.197
RUN-000036,3,1,17.83
RUN-000036,3,2,19.975
RUN-000036,3,3,29.897
RUN-000036,3,4,15.409
RUN-000036,4,0,24.596
RUN-000036,4,1,30.161
RUN-000036,4,2,45.593
RUN-000036,4,3,35.001
RUN-000036,4,4,29.536
RUN-000037,0,0,28.885
RUN-000037,0,1,37.226
RUN-000037,0,2,39.578
RUN-000037,0,3,8.904
RUN-000037,0,4,23.331
